forecast_date,location,target,type,target_end_date,quantile,value
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.010,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.025,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.050,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.100,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.150,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.200,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.250,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.300,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.350,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.400,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.450,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.500,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.550,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.600,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.650,139.0
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.700,139.63310380060094
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.750,141.38014675001332
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.800,143.32556192131494
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.850,145.59318090024746
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.900,148.44636336962014
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.950,152.67520959144488
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.975,156.34310302421557
2020-06-10,49,1 day ahead cum death,quantile,2020-06-11,0.990,160.60782181180775
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.010,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.025,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.050,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.100,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.150,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.200,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.250,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.300,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.350,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.400,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.450,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.500,139.0
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.550,141.10992240610204
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.600,143.25383574826523
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.650,145.46974034537965
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.700,147.8049700184271
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.750,150.32505000337278
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.800,153.13127857219868
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.850,156.40228069851324
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.900,160.51794828234824
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.950,166.61798762403595
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.975,171.90886202981292
2020-06-10,49,2 day ahead cum death,quantile,2020-06-12,0.990,178.06064694251228
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.010,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.025,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.050,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.100,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.150,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.200,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.250,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.300,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.350,139.0
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.400,139.34652332726137
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.450,142.02446662470877
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.500,144.65995214291263
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.550,147.2954376611165
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.600,149.9733809585639
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.650,152.74124789932284
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.700,155.65816274282483
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.750,158.8059724849422
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.800,162.31120790616978
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.850,166.39698788982437
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.900,171.53783206663795
2020-06-10,49,3 day ahead cum death,quantile,2020-06-13,0.950,179.15733755129332
