forecast_date,location,target,type,target_end_date,quantile,value
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.010,1314.0
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.025,1314.0
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.050,1314.0
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.100,1314.0
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.150,1314.0
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.200,1321.1004796105324
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.250,1327.3009820563361
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.300,1332.8692248872521
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.350,1338.0290317041652
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.400,1342.9251837948068
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.450,1347.6622676052093
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.500,1352.3242467414866
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.550,1356.986225877764
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.600,1361.7233096881664
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.650,1366.619461778808
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.700,1371.779268595721
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.750,1377.347511426637
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.800,1383.5480138724408
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.850,1390.7754567506695
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.900,1399.8692302241398
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.950,1413.3475723940574
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.975,1425.0380241476669
2020-06-14,27,1 day ahead cum death,quantile,2020-06-15,0.990,1438.63070074607
2020-06-14,27,2 day ahead cum death,quantile,2020-06-16,0.010,1314.0
2020-06-14,27,2 day ahead cum death,quantile,2020-06-16,0.025,1314.0
2020-06-14,27,2 day ahead cum death,quantile,2020-06-16,0.050,1314.0
2020-06-14,27,2 day ahead cum death,quantile,2020-06-16,0.100,1314.0
2020-06-14,27,2 day ahead cum death,quantile,2020-06-16,0.150,1314.0
2020-06-14,27,2 day ahead cum death,quantile,2020-06-16,0.200,1323.1068812006813
