forecast_date,location,target,type,target_end_date,quantile,value
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.010,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.025,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.050,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.100,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.150,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.200,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.250,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.300,55.0
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.350,55.0809729157624
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.400,56.086724858512255
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.450,57.05980150259515
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.500,58.01745038411828
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.550,58.975099265641404
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.600,59.9481759097243
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.650,60.95392785247415
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.700,62.013838907983065
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.750,63.15764958649544
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.800,64.43133701806272
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.850,65.91597527711225
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.900,67.78398921306642
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.950,70.55266726298889
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.975,72.95408256732335
2020-06-14,50,1 day ahead cum death,quantile,2020-06-15,0.990,75.74624683079554
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.010,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.025,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.050,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.100,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.150,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.200,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.250,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.300,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.350,55.0
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.400,56.254383403380444
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.450,57.64220774311212
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.500,59.00802865226282
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.550,60.37384956141353
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.600,61.76167390114521
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.650,63.19610050501893
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.700,64.70777008390634
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.750,66.33909923905279
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.800,68.15566161313524
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.850,70.27308691990304
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.900,72.93729145408804
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.950,76.88604390840746
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.975,80.31099776936523
2020-06-14,50,2 day ahead cum death,quantile,2020-06-16,0.990,84.29324680281916
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.010,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.025,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.050,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.100,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.150,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.200,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.250,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.300,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.350,55.0
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.400,56.59033213754601
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.450,58.304144301083504
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.500,59.990784620253066
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.550,61.67742493942263
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.600,63.39123710296013
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.650,65.16259799571971
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.700,67.02934556410992
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.750,69.04385969877617
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.800,71.28711671870202
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.850,73.9019067481249
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.900,77.19190967293366
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.950,82.06818961216545
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.975,86.29763524042055
2020-06-14,50,3 day ahead cum death,quantile,2020-06-17,0.990,91.21527981285129
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.010,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.025,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.050,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.100,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.150,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.200,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.250,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.300,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.350,55.0
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.400,57.00761553193027
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.450,59.00255729949104
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.500,60.96587001902395
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.550,62.92918273855687
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.600,64.92412450611764
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.650,66.98605515731325
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.700,69.1590194838047
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.750,71.50398964686617
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.800,74.11522512508027
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.850,77.15893898945734
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.900,80.98862604019608
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.950,86.66479915184722
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.975,91.58803281592476
2020-06-14,50,4 day ahead cum death,quantile,2020-06-18,0.990,97.31235591520236
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.010,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.025,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.050,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.100,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.150,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.200,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.250,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.300,55.0
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.350,55.14948001771962
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.400,57.472991264117745
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.450,59.72101528478452
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.500,61.93339773391591
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.550,64.14578018304731
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.600,66.39380420371408
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.650,68.71731545011221
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.700,71.16594632317151
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.750,73.80840403297958
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.800,76.75090600175636
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.850,80.18075141900998
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.900,84.49628013352668
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.950,90.89254377788187
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.975,96.44034858911402
2020-06-14,50,5 day ahead cum death,quantile,2020-06-19,0.990,102.89087062363339
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.010,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.025,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.050,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.100,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.150,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.200,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.250,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.300,55.0
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.350,55.40468660918127
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.400,57.969597721997445
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.450,60.45117890712157
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.500,62.89341556010666
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.550,65.33565221309175
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.600,67.81723339821589
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.650,70.38214451103207
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.700,73.08517448225795
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.750,76.0021688181107
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.800,79.25038033888501
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.850,83.0365675758062
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.900,87.80045566746062
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.950,94.86125544940307
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.975,100.98544625507401
2020-06-14,50,6 day ahead cum death,quantile,2020-06-20,0.990,108.106141571463
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.010,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.025,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.050,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.100,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.150,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.200,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.250,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.300,55.0
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.350,55.69625357297542
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.400,58.48755523214992
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.450,61.18817189087218
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.500,63.84597129277395
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.550,66.50377069467574
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.600,69.20438735339799
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.650,71.9956890125725
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.700,74.93730051941226
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.750,78.11176184432286
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.800,81.64667506684467
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.850,85.76704815250679
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.900,90.95141835072256
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.950,98.63543595583768
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.975,105.30017528015733
2020-06-14,50,7 day ahead cum death,quantile,2020-06-21,0.990,113.04937506793851
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.010,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.025,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.050,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.100,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.150,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.200,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.250,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.300,55.0
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.350,56.01450828954744
2020-06-14,50,8 day ahead cum death,quantile,2020-06-22,0.400,59.02052044490487
