state, county, staffed_beds, licensed_beds, icu_beds
VA,Dickenson,2.0,0.0,0.0
VA,Emporia City,70.0,0.0,7.0
VA,Essex,67.0,0.0,7.0
VA,Fairfax,2807.0,0.0,142.0
VA,Fauquier,97.0,0.0,8.0
VA,Franklin,37.0,0.0,4.0
VA,Franklin City,75.0,0.0,8.0
VA,Fredericksburg City,533.0,0.0,0.0
VA,Galax City,141.0,0.0,10.0
VA,Giles,25.0,0.0,0.0
VA,Gloucester,67.0,0.0,7.0
VA,Halifax,107.0,0.0,12.0
VA,Hampton City,251.0,0.0,24.0
VA,Hanover,264.0,0.0,24.0
VA,Harrisonburg City,238.0,0.0,34.0
VA,Henrico,1018.0,0.0,81.0
VA,Hopewell City,107.0,0.0,17.0
VA,James City,276.0,0.0,26.0
VA,Lancaster,25.0,0.0,0.0
VA,Lexington City,25.0,0.0,0.0
VA,Loudoun,429.0,0.0,33.0
VA,Lynchburg City,555.0,0.0,37.0
VA,Manassas City,94.0,0.0,11.0
VA,Martinsville City,223.0,0.0,0.0
VA,Mecklenburg,70.0,0.0,0.0
VA,Montgomery,198.0,0.0,22.0
VA,New Kent,94.0,0.0,0.0
VA,Newport News City,605.0,0.0,34.0
VA,Norfolk City,1346.0,0.0,87.0
VA,Norton City,233.0,0.0,11.0
VA,Nottoway,180.0,0.0,0.0
VA,Page,25.0,0.0,0.0
VA,Petersburg City,618.0,0.0,28.0
VA,Portsmouth City,417.0,0.0,22.0
VA,Prince Edward,86.0,0.0,8.0
VA,Prince William,207.0,0.0,24.0
VA,Pulaski,92.0,0.0,8.0
VA,Richmond City,2507.0,0.0,33.0
VA,Roanoke,270.0,0.0,0.0
VA,Roanoke City,747.0,0.0,36.0
VA,Russell,49.0,0.0,5.0
VA,Salem,330.0,0.0,24.0
VA,Shenandoah,25.0,0.0,0.0
VA,Smyth,139.0,0.0,4.0
VA,Spotsylvania,105.0,0.0,12.0
VA,Stafford,90.0,0.0,4.0
VA,Staunton City,132.0,0.0,0.0
VA,Suffolk City,155.0,0.0,12.0
VA,Tazewell,207.0,0.0,12.0
VA,Virginia Beach City,487.0,0.0,38.0
VA,Warren,46.0,0.0,8.0
VA,Washington,115.0,0.0,14.0
VA,Winchester City,389.0,0.0,48.0
VA,Wise,68.0,0.0,8.0
VA,Wythe,92.0,0.0,6.0
VA,York,110.0,0.0,0.0
VI,Saint Croix,77.0,0.0,11.0
VI,Saint Thomas,107.0,0.0,8.0
VT,Addison,25.0,45.0,0.0
VT,Bennington,78.0,99.0,10.0
VT,Caledonia,25.0,75.0,4.0
VT,Chittenden,415.0,522.0,21.0
VT,Franklin,53.0,70.0,0.0
VT,Lamoille,25.0,43.0,0.0
VT,Orange,25.0,52.0,2.0
VT,Orleans,25.0,49.0,5.0
VT,Rutland,124.0,188.0,13.0
VT,Washington,101.0,130.0,14.0
VT,Windham,185.0,229.0,0.0
VT,Windsor,50.0,144.0,0.0
WA,Adams,28.0,0.0,0.0
WA,Asotin,25.0,0.0,0.0
WA,Benton,453.0,32.0,44.0
WA,Chelan,221.0,0.0,20.0
WA,Clallam,103.0,0.0,19.0
WA,Clark,746.0,220.0,96.0
WA,Columbia,25.0,0.0,0.0
WA,Cowlitz,166.0,346.0,18.0
WA,Ferry,25.0,0.0,0.0
WA,Franklin,25.0,95.0,0.0
WA,Garfield,25.0,0.0,0.0
WA,Grant,123.0,0.0,12.0
WA,Grays Harbor,108.0,0.0,8.0
WA,Island,30.0,0.0,6.0
WA,Jefferson,25.0,0.0,6.0
WA,King,4354.0,2228.0,541.0
WA,Kitsap,334.0,336.0,20.0
WA,Kittitas,25.0,0.0,6.0
WA,Klickitat,28.0,0.0,0.0
WA,Lewis,152.0,0.0,6.0
WA,Lincoln,50.0,0.0,0.0
WA,Mason,25.0,0.0,6.0
WA,Okanogan,71.0,0.0,0.0
WA,Pacific,35.0,0.0,0.0
WA,Pend Oreille,20.0,0.0,0.0
WA,Pierce,2531.0,552.0,197.0
WA,San Juan,10.0,10.0,0.0
WA,Skagit,205.0,25.0,6.0
WA,Snohomish,863.0,0.0,72.0
WA,Spokane,1896.0,16.0,79.0
WA,Stevens,48.0,0.0,0.0
WA,Thurston,411.0,0.0,72.0
WA,Walla Walla,120.0,0.0,28.0
WA,Whatcom,207.0,241.0,24.0
WA,Whitman,50.0,0.0,6.0
WA,Yakima,258.0,0.0,52.0
WI,Adams,25.0,25.0,0.0
WI,Ashland,25.0,35.0,0.0
WI,Barron,90.0,90.0,5.0
WI,Brown,828.0,1278.0,56.0
WI,Burnett,25.0,25.0,0.0
WI,Calumet,25.0,25.0,0.0
WI,Chippewa,151.0,242.0,6.0
WI,Clark,25.0,25.0,0.0
WI,Columbia,68.0,98.0,10.0
WI,Crawford,24.0,25.0,0.0
WI,Dane,1901.0,2075.0,32.0
WI,Dodge,245.0,245.0,10.0
WI,Door,25.0,25.0,4.0
WI,Douglas,25.0,25.0,0.0
WI,Dunn,25.0,25.0,0.0
WI,Eau Claire,418.0,661.0,40.0
WI,Fond Du Lac,158.0,189.0,15.0
WI,Grant,75.0,75.0,0.0
WI,Green,58.0,95.0,6.0
WI,Green Lake,25.0,25.0,5.0
WI,Iowa,25.0,25.0,0.0
WI,Jackson,25.0,25.0,0.0
WI,Jefferson,49.0,82.0,4.0
WI,Juneau,40.0,40.0,0.0
WI,Kenosha,492.0,517.0,27.0
WI,La Crosse,395.0,656.0,52.0
WI,Lafayette,25.0,25.0,0.0
WI,Langlade,25.0,25.0,4.0
WI,Lincoln,40.0,43.0,0.0
WI,Manitowoc,127.0,236.0,16.0
WI,Marathon,338.0,440.0,52.0
WI,Marinette,55.0,99.0,10.0
WI,Milwaukee,4025.0,4651.0,455.0
WI,Monroe,50.0,50.0,0.0
WI,Oconto,32.0,35.0,0.0
WI,Oneida,102.0,172.0,30.0
WI,Outagamie,441.0,492.0,64.0
WI,Ozaukee,246.0,309.0,46.0
WI,Pepin,25.0,25.0,0.0
WI,Pierce,25.0,25.0,0.0
WI,Polk,70.0,73.0,3.0
WI,Portage,84.0,94.0,12.0
WI,Price,24.0,25.0,4.0
WI,Racine,657.0,715.0,33.0
WI,Richland,25.0,25.0,4.0
WI,Rock,381.0,564.0,33.0
WI,Rusk,25.0,25.0,4.0
WI,Saint Croix,75.0,75.0,0.0
WI,Sauk,104.0,161.0,10.0
WI,Sawyer,25.0,25.0,0.0
WI,Shawano,25.0,25.0,0.0
WI,Sheboygan,189.0,370.0,13.0
WI,Taylor,25.0,25.0,0.0
WI,Trempealeau,43.0,43.0,0.0
WI,Vernon,50.0,50.0,0.0
WI,Vilas,14.0,25.0,0.0
WI,Walworth,79.0,134.0,16.0
WI,Washburn,45.0,50.0,0.0
WI,Washington,105.0,141.0,12.0
WI,Waukesha,710.0,1243.0,64.0
WI,Waupaca,50.0,50.0,4.0
WI,Waushara,25.0,25.0,0.0
WI,Winnebago,687.0,795.0,60.0
WI,Wood,315.0,619.0,4.0
WV,Barbour,12.0,72.0,0.0
WV,Berkeley,146.0,241.0,20.0
WV,Boone,25.0,25.0,0.0
WV,Braxton,25.0,25.0,0.0
WV,Cabell,1068.0,961.0,32.0
WV,Calhoun,25.0,42.0,0.0
WV,Fayette,50.0,94.0,3.0
WV,Grant,25.0,61.0,3.0
WV,Greenbrier,92.0,122.0,12.0
WV,Hampshire,14.0,44.0,0.0
WV,Hancock,199.0,251.0,10.0
WV,Harrison,423.0,292.0,20.0
WV,Jackson,25.0,46.0,0.0
WV,Jefferson,25.0,25.0,5.0
WV,Kanawha,1706.0,1381.0,100.0
WV,Lewis,220.0,70.0,6.0
WV,Logan,132.0,140.0,12.0
WV,Marion,89.0,207.0,14.0
WV,Marshall,59.0,127.0,9.0
WV,Mason,94.0,201.0,5.0
WV,Mcdowell,49.0,124.0,7.0
WV,Mercer,206.0,419.0,17.0
WV,Mineral,25.0,25.0,4.0
WV,Mingo,27.0,76.0,6.0
WV,Monongalia,1005.0,985.0,91.0
WV,Morgan,25.0,41.0,0.0
WV,Nicholas,49.0,105.0,6.0
WV,Ohio,317.0,432.0,22.0
WV,Pocahontas,25.0,25.0,0.0
WV,Preston,25.0,25.0,0.0
WV,Putnam,70.0,70.0,0.0
WV,Raleigh,413.0,473.0,27.0
WV,Randolph,90.0,90.0,0.0
WV,Roane,25.0,60.0,0.0
WV,Summers,25.0,25.0,0.0
WV,Taylor,25.0,101.0,0.0
WV,Tyler,25.0,12.0,0.0
WV,Upshur,25.0,51.0,4.0
WV,Wayne,80.0,0.0,0.0
WV,Webster,25.0,15.0,0.0
WV,Wetzel,48.0,58.0,5.0
WV,Wood,270.0,313.0,18.0
WY,Albany,66.0,99.0,4.0
WY,Big Horn,22.0,25.0,0.0
WY,Campbell,66.0,90.0,14.0
WY,Carbon,25.0,25.0,6.0
WY,Converse,25.0,25.0,0.0
WY,Crook,16.0,16.0,0.0
WY,Fremont,133.0,159.0,12.0
WY,Goshen,25.0,25.0,0.0
WY,Hot Springs,25.0,25.0,0.0
WY,Johnson,22.0,25.0,0.0
WY,Laramie,252.0,206.0,15.0
WY,Lincoln,35.0,38.0,0.0
WY,Natrona,372.0,269.0,14.0
WY,Niobrara,24.0,24.0,0.0
WY,Park,50.0,50.0,4.0
WY,Platte,25.0,25.0,0.0
WY,Sheridan,71.0,88.0,11.0
WY,Sweetwater,74.0,115.0,10.0
WY,Teton,48.0,48.0,6.0
WY,Uinta,105.0,42.0,6.0
WY,Washakie,18.0,18.0,0.0
WY,Weston,12.0,12.0,0.0
