date,hospitalBedsRequired,hospitalBedCapacity,ICUBedsInUse,ICUBedCapacity,ventilatorsInUse,ventilatorCapacity,RtIndicator,RtIndicatorCI90,cumulativeDeaths,cumulativeInfected,cumulativePositiveTests,cumulativeNegativeTests,countryName,stateName,countyName,intervention,fips,lat,long,lastUpdatedDate
2020-04-09,10,1610,3,45,2,118,1.28,0.5599999999999998,12,8025,235,6988,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-10,11,1610,3,45,2,118,1.26,0.56,13,8351,246,7186,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-11,11,1610,3,45,2,118,1.24,0.56,14,8668,257,7475,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-12,11,1610,3,45,2,118,1.22,0.54,16,8976,272,7766,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-13,11,1610,3,45,2,118,1.18,0.54,17,9275,277,7553,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-14,11,1610,3,45,2,118,1.16,0.5200000000000002,18,9566,285,8063,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-15,11,1610,3,45,2,118,1.12,0.54,19,9849,293,8371,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-16,10,1610,3,45,2,118,1.1,0.52,21,10124,300,8435,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-17,10,1610,3,45,2,118,1.1,0.52,22,10392,309,9141,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-18,10,1610,3,45,2,118,1.08,0.52,23,10652,314,9341,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-19,10,1610,3,45,2,118,1.06,0.52,24,10906,319,9576,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-20,10,1610,3,45,2,118,1.06,0.52,25,11152,321,9803,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-21,10,1610,3,45,2,118,1.06,0.52,26,11392,329,10790,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-22,9,1610,3,45,2,118,1.04,0.52,28,11625,335,11824,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-23,9,1610,3,45,2,118,1.04,0.52,29,11851,337,11824,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-24,9,1610,3,45,2,118,1.04,0.52,30,12071,339,11942,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-25,9,1610,3,45,2,118,nan,nan,31,12286,339,15393,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-26,9,1610,3,45,2,118,1.02,0.54,32,12494,341,15836,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-27,8,1610,3,45,1,118,1.02,0.54,33,12696,345,15911,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-28,8,1610,2,45,1,118,1.02,0.54,34,12893,351,16738,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-29,8,1610,2,45,1,118,1.02,0.54,35,13085,355,18764,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-04-30,8,1610,2,45,1,118,1.02,0.54,36,13271,355,18764,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-01,8,1610,2,45,1,118,1.02,0.54,37,13452,364,19961,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-02,7,1610,2,45,1,118,1.02,0.54,38,13628,365,21034,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-03,7,1610,2,45,1,118,1.02,0.54,39,13800,368,21210,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-04,7,1610,2,45,1,118,1.0,0.54,40,13967,370,21353,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-05,7,1610,2,45,1,118,1.0,0.56,40,14132,371,22321,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-06,7,1610,2,45,1,118,1.0,0.56,41,14298,372,23283,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-07,6,1610,2,45,1,118,1.0,0.56,42,14464,374,23967,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-08,6,1610,2,45,1,118,1.0,0.56,43,14633,377,25096,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-09,6,1610,2,45,1,118,0.98,0.56,44,14805,378,26071,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-10,6,1610,2,45,1,118,0.98,0.56,44,14981,379,26985,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-11,6,1610,2,45,1,118,0.98,0.56,45,15163,381,28299,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-12,6,1610,2,45,1,118,0.98,0.56,46,15351,383,29578,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-13,6,1610,2,45,1,118,0.98,0.56,47,15546,383,30266,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-14,6,1610,2,45,1,118,0.98,0.5800000000000001,47,15750,387,31375,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-15,6,1610,2,45,1,118,1.0,0.5800000000000001,48,15963,388,32030,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-16,6,1610,2,45,1,118,1.0,0.5800000000000001,49,16187,392,32889,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-17,6,1610,2,45,1,118,1.0,0.5800000000000001,50,16424,396,34255,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-18,6,1610,2,45,1,118,1.0,0.5800000000000001,50,16674,399,35212,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-19,6,1610,2,45,1,118,nan,nan,51,16937,399,35981,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-20,6,1610,2,45,1,118,1.0,0.5800000000000001,52,17213,402,36643,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-21,6,1610,2,45,1,118,nan,nan,52,17503,402,39143,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-22,6,1610,2,45,1,118,1.0,0.5800000000000001,53,17805,404,41042,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-23,6,1610,2,45,1,118,1.02,0.6000000000000001,54,18122,408,41943,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-24,7,1610,2,45,1,118,1.02,0.6000000000000001,55,18453,408,43099,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-25,7,1610,2,45,1,118,1.06,0.5800000000000001,56,18799,409,44063,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-26,7,1610,2,45,1,118,1.06,0.5800000000000001,56,19161,411,44553,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-27,7,1610,2,45,1,118,1.08,0.5800000000000001,57,19540,412,45951,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-28,8,1610,2,45,1,118,1.1,0.5800000000000001,58,19935,425,47545,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-29,8,1610,2,45,1,118,1.1,0.56,59,20348,430,49009,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-30,8,1610,2,45,1,118,1.12,0.56,60,20780,434,51261,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-05-31,9,1610,3,45,1,118,1.12,0.56,61,21231,434,51261,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-01,9,1610,3,45,2,118,1.1400000000000001,0.54,62,21702,467,53723,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-02,9,1610,3,45,2,118,nan,nan,63,22194,487,55716,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-03,10,1610,3,45,2,118,nan,nan,64,22707,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-04,10,1610,3,45,2,118,nan,nan,66,23248,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-05,11,1610,3,45,2,118,nan,nan,67,23833,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-06,11,1610,3,45,2,118,nan,nan,68,24483,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-07,12,1610,4,45,2,118,nan,nan,69,25218,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-08,13,1610,4,45,2,118,nan,nan,71,26062,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-09,14,1610,4,45,2,118,nan,nan,72,27040,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-10,15,1610,4,45,3,118,nan,nan,74,28186,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-11,16,1610,5,45,3,118,nan,nan,76,29539,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-12,18,1610,5,45,3,118,nan,nan,78,31154,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-13,20,1610,6,45,4,118,nan,nan,80,33105,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-14,23,1610,7,45,4,118,nan,nan,82,35483,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-15,26,1610,8,45,5,118,nan,nan,85,38403,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-16,30,1610,9,45,6,118,nan,nan,88,42020,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-17,35,1610,11,45,7,118,nan,nan,91,46531,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-18,42,1610,13,45,8,118,nan,nan,97,52174,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-19,51,1610,16,45,10,118,nan,nan,103,59161,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-20,62,1610,20,45,12,118,nan,nan,111,67735,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-21,76,1610,25,45,14,118,nan,nan,120,78182,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-22,93,1610,30,45,18,118,nan,nan,132,90800,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-23,113,1610,37,45,21,118,nan,nan,146,105917,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-24,138,1610,46,45,26,118,nan,nan,163,123818,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-25,167,1610,55,45,32,118,nan,nan,184,144751,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-26,201,1610,67,45,38,118,nan,nan,209,168849,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-27,240,1610,80,45,46,118,nan,nan,240,196132,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-28,285,1610,96,45,54,118,nan,nan,276,226446,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-29,334,1610,113,45,64,118,nan,nan,318,259441,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-06-30,388,1610,131,45,74,118,nan,nan,368,294570,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-01,445,1610,151,45,85,118,nan,nan,425,331158,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-02,504,1610,172,45,97,118,nan,nan,491,368379,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-03,563,1610,193,45,108,118,nan,nan,565,405219,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-04,621,1610,214,45,120,118,nan,nan,647,440763,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-05,674,1610,234,45,130,118,nan,nan,741,474326,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-06,722,1610,252,45,140,118,nan,nan,851,505283,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-07,763,1610,269,45,148,118,nan,nan,968,533465,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-08,796,1610,283,45,155,118,nan,nan,1091,558600,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-09,820,1610,294,45,160,118,nan,nan,1219,580666,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-10,836,1610,302,45,164,118,nan,nan,1351,599759,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-11,842,1610,308,45,166,118,nan,nan,1486,616101,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-12,840,1610,310,45,166,118,nan,nan,1621,629988,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-13,830,1610,310,45,164,118,nan,nan,1756,641723,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-14,813,1610,308,45,162,118,nan,nan,1889,651577,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-15,791,1610,303,45,158,118,nan,nan,2020,659812,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-16,763,1610,296,45,153,118,nan,nan,2147,666680,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-17,733,1610,288,45,147,118,nan,nan,2270,672401,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-18,699,1610,279,45,141,118,nan,nan,2384,677163,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-19,663,1610,269,45,134,118,nan,nan,2486,681126,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-20,627,1610,258,45,127,118,nan,nan,2583,684425,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-21,590,1610,247,45,120,118,nan,nan,2677,687175,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-22,553,1610,235,45,112,118,nan,nan,2765,689471,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-23,517,1610,224,45,105,118,nan,nan,2848,691389,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-24,481,1610,212,45,98,118,nan,nan,2926,692995,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-25,447,1610,200,45,91,118,nan,nan,3000,694342,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-26,414,1610,189,45,85,118,nan,nan,3068,695474,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-27,383,1610,178,45,78,118,nan,nan,3133,696426,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-28,354,1610,168,45,72,118,nan,nan,3192,697229,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-29,326,1610,157,45,67,118,nan,nan,3248,697906,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-30,300,1610,148,45,61,118,nan,nan,3300,698479,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-07-31,276,1610,138,45,56,118,nan,nan,3348,698963,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-01,254,1610,130,45,51,118,nan,nan,3392,699374,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-02,233,1610,121,45,47,118,nan,nan,3434,699723,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-03,214,1610,114,45,43,118,nan,nan,3472,700019,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-04,196,1610,106,45,39,118,nan,nan,3507,700271,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-05,180,1610,99,45,36,118,nan,nan,3540,700485,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-06,164,1610,93,45,32,118,nan,nan,3570,700667,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-07,151,1610,87,45,29,118,nan,nan,3598,700823,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-08,138,1610,81,45,27,118,nan,nan,3624,700955,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-09,126,1610,76,45,24,118,nan,nan,3647,701068,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-10,116,1610,71,45,22,118,nan,nan,3669,701165,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-11,106,1610,66,45,20,118,nan,nan,3689,701247,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-12,97,1610,62,45,18,118,nan,nan,3708,701318,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-13,89,1610,58,45,16,118,nan,nan,3725,701378,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-14,82,1610,54,45,15,118,nan,nan,3741,701429,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-15,75,1610,51,45,13,118,nan,nan,3756,701473,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-16,69,1610,47,45,12,118,nan,nan,3770,701511,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-17,64,1610,44,45,11,118,nan,nan,3782,701543,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-18,59,1610,41,45,9,118,nan,nan,3794,701571,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-19,54,1610,39,45,9,118,nan,nan,3805,701595,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-20,50,1610,36,45,8,118,nan,nan,3815,701615,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-21,46,1610,34,45,7,118,nan,nan,3824,701632,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-22,42,1610,32,45,6,118,nan,nan,3833,701647,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-23,39,1610,30,45,5,118,nan,nan,3841,701660,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-24,36,1610,28,45,5,118,nan,nan,3848,701671,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-25,33,1610,26,45,4,118,nan,nan,3855,701680,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-26,31,1610,25,45,4,118,nan,nan,3861,701689,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-27,29,1610,23,45,3,118,nan,nan,3867,701696,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-28,27,1610,22,45,3,118,nan,nan,3873,701702,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-29,25,1610,21,45,3,118,nan,nan,3878,701707,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-30,23,1610,19,45,2,118,nan,nan,3883,701711,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-08-31,21,1610,18,45,2,118,nan,nan,3887,701715,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-09-01,20,1610,17,45,2,118,nan,nan,3892,701718,,,US,Alaska,,NO_INTERVENTION,02,61.14998174,-149.14269860000005,2020-06-03
2020-03-04,0,15870,0,465,0,1551,nan,nan,0,0,,,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-05,0,15870,0,465,0,1551,nan,nan,0,6,,,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-06,0,15870,0,465,0,1551,nan,nan,0,15,,,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-07,0,15870,0,465,0,1551,nan,nan,0,26,0,,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-08,0,15870,0,465,0,1551,nan,nan,0,39,0,,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-09,0,15870,0,465,0,1551,nan,nan,0,56,0,,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-10,0,15870,0,465,0,1551,nan,nan,0,78,0,0,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-11,0,15870,0,465,0,1551,nan,nan,0,105,0,10,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-12,0,15870,0,465,0,1551,nan,nan,0,140,0,10,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-13,0,15870,0,465,0,1551,nan,nan,0,183,1,11,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-14,0,15870,0,465,0,1551,1.5,4.0,0,238,6,22,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-15,0,15870,0,465,0,1551,1.48,1.88,0,308,12,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-16,0,15870,0,465,0,1551,1.46,1.44,0,396,28,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-17,0,15870,0,465,0,1551,1.54,1.1799999999999997,0,507,36,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-18,1,15870,0,465,0,1551,1.56,1.02,0,648,46,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-19,1,15870,0,465,0,1551,1.8,0.8800000000000001,0,826,68,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-20,1,15870,0,465,0,1551,2.0,0.7599999999999998,0,1051,81,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-21,2,15870,0,465,0,1551,1.98,0.6600000000000001,0,1336,124,28,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-22,2,15870,0,465,0,1551,1.96,0.6000000000000001,0,1696,138,1464,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-23,3,15870,0,465,0,1551,1.96,0.54,1,2150,167,1665,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-24,4,15870,1,465,0,1551,1.72,0.7,1,2725,215,2106,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-25,5,15870,1,465,0,1551,1.6600000000000001,0.6200000000000001,1,3452,283,2529,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-26,7,15870,1,465,1,1551,1.77,0.43000000000000016,2,4370,506,3593,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-27,8,15870,2,465,1,1551,1.71,0.43000000000000016,3,5515,587,4184,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-28,11,15870,2,465,1,1551,1.8,0.30000000000000004,3,6914,696,4184,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-29,14,15870,3,465,2,1551,1.7000000000000002,0.2999999999999998,5,8591,806,4184,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-30,17,15870,4,465,2,1551,1.65,0.31000000000000005,6,10570,859,5694,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-03-31,21,15870,5,465,3,1551,1.6800000000000002,0.21999999999999975,7,12864,981,6298,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
2020-04-01,26,15870,6,465,4,1551,1.69,0.16999999999999993,9,15477,1077,6697,US,Alabama,,NO_INTERVENTION,01,32.53952745,-86.64408227,2020-06-03
