fips,state,country,aggregate_level,can_location_page_url
20029,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/cloud_county
20031,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/coffey_county
20033,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/comanche_county
20035,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/cowley_county
20037,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/crawford_county
20039,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/decatur_county
20041,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/dickinson_county
20043,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/doniphan_county
20045,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/douglas_county
20047,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/edwards_county
20049,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/elk_county
20051,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/ellis_county
20053,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/ellsworth_county
20055,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/finney_county
20057,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/ford_county
20059,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/franklin_county
20061,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/geary_county
20063,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/gove_county
20065,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/graham_county
20067,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/grant_county
20069,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/gray_county
20071,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/greeley_county
20073,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/greenwood_county
20075,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/hamilton_county
20077,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/harper_county
20079,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/harvey_county
20081,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/haskell_county
20083,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/hodgeman_county
20085,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/jackson_county
20087,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/jefferson_county
20089,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/jewell_county
20091,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/johnson_county
20093,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/kearny_county
20095,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/kingman_county
20097,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/kiowa_county
20099,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/labette_county
20101,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/lane_county
20103,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/leavenworth_county
20105,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/lincoln_county
20107,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/linn_county
20109,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/logan_county
20111,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/lyon_county
20113,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/mc_pherson_county
20115,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/marion_county
20117,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/marshall_county
20119,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/meade_county
20121,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/miami_county
20123,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/mitchell_county
20125,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/montgomery_county
20127,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/morris_county
20129,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/morton_county
20131,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/nemaha_county
20133,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/neosho_county
20135,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/ness_county
20137,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/norton_county
20139,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/osage_county
20141,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/osborne_county
20143,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/ottawa_county
20145,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/pawnee_county
20147,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/phillips_county
20149,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/pottawatomie_county
20151,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/pratt_county
20153,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/rawlins_county
20155,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/reno_county
20157,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/republic_county
20159,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/rice_county
20161,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/riley_county
20163,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/rooks_county
20165,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/rush_county
20167,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/russell_county
20169,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/saline_county
20171,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/scott_county
20173,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/sedgwick_county
20175,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/seward_county
20177,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/shawnee_county
20179,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/sheridan_county
20181,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/sherman_county
20183,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/smith_county
20185,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/stafford_county
20187,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/stanton_county
20189,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/stevens_county
20191,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/sumner_county
20193,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/thomas_county
20195,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/trego_county
20197,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/wabaunsee_county
20199,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/wallace_county
20201,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/washington_county
20203,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/wichita_county
20205,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/wilson_county
20207,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/woodson_county
20209,KS,USA,county,https://covidactnow.org/us/kansas-ks/county/wyandotte_county
21,KY,USA,state,https://covidactnow.org/us/kentucky-ky
21001,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/adair_county
21003,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/allen_county
21005,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/anderson_county
21007,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/ballard_county
21009,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/barren_county
21011,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/bath_county
21013,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/bell_county
21015,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/boone_county
21017,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/bourbon_county
21019,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/boyd_county
21021,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/boyle_county
21023,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/bracken_county
21025,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/breathitt_county
21027,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/breckinridge_county
21029,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/bullitt_county
21031,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/butler_county
21033,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/caldwell_county
21035,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/calloway_county
21037,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/campbell_county
21039,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/carlisle_county
21041,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/carroll_county
21043,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/carter_county
21045,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/casey_county
21047,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/christian_county
21049,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/clark_county
21051,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/clay_county
21053,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/clinton_county
21055,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/crittenden_county
21057,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/cumberland_county
21059,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/daviess_county
21061,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/edmonson_county
21063,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/elliott_county
21065,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/estill_county
21067,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/fayette_county
21069,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/fleming_county
21071,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/floyd_county
21073,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/franklin_county
21075,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/fulton_county
21077,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/gallatin_county
21079,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/garrard_county
21081,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/grant_county
21083,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/graves_county
21085,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/grayson_county
21087,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/green_county
21089,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/greenup_county
21091,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/hancock_county
21093,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/hardin_county
21095,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/harlan_county
21097,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/harrison_county
21099,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/hart_county
21101,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/henderson_county
21103,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/henry_county
21105,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/hickman_county
21107,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/hopkins_county
21109,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/jackson_county
21111,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/jefferson_county
21113,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/jessamine_county
21115,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/johnson_county
21117,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/kenton_county
21119,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/knott_county
21121,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/knox_county
21123,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/larue_county
21125,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/laurel_county
21127,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/lawrence_county
21129,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/lee_county
21131,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/leslie_county
21133,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/letcher_county
21135,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/lewis_county
21137,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/lincoln_county
21139,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/livingston_county
21141,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/logan_county
21143,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/lyon_county
21145,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/mc_cracken_county
21147,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/mc_creary_county
21149,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/mc_lean_county
21151,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/madison_county
21153,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/magoffin_county
21155,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/marion_county
21157,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/marshall_county
21159,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/martin_county
21161,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/mason_county
21163,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/meade_county
21165,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/menifee_county
21167,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/mercer_county
21169,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/metcalfe_county
21171,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/monroe_county
21173,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/montgomery_county
21175,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/morgan_county
21177,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/muhlenberg_county
21179,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/nelson_county
21181,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/nicholas_county
21183,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/ohio_county
21185,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/oldham_county
21187,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/owen_county
21189,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/owsley_county
21191,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/pendleton_county
21193,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/perry_county
21195,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/pike_county
21197,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/powell_county
21199,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/pulaski_county
21201,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/robertson_county
21203,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/rockcastle_county
21205,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/rowan_county
21207,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/russell_county
21209,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/scott_county
21211,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/shelby_county
21213,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/simpson_county
21215,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/spencer_county
21217,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/taylor_county
21219,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/todd_county
21221,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/trigg_county
21223,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/trimble_county
21225,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/union_county
21227,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/warren_county
21229,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/washington_county
21231,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/wayne_county
21233,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/webster_county
21235,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/whitley_county
21237,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/wolfe_county
21239,KY,USA,county,https://covidactnow.org/us/kentucky-ky/county/woodford_county
22,LA,USA,state,https://covidactnow.org/us/louisiana-la
22001,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/acadia_parish
22003,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/allen_parish
22005,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/ascension_parish
22007,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/assumption_parish
22009,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/avoyelles_parish
22011,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/beauregard_parish
22013,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/bienville_parish
22015,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/bossier_parish
22017,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/caddo_parish
22019,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/calcasieu_parish
22021,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/caldwell_parish
22023,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/cameron_parish
22025,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/catahoula_parish
22027,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/claiborne_parish
22029,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/concordia_parish
22031,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/de_soto_parish
22033,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/east_baton_rouge_parish
22035,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/east_carroll_parish
22037,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/east_feliciana_parish
22039,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/evangeline_parish
22041,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/franklin_parish
22043,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/grant_parish
22045,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/iberia_parish
22047,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/iberville_parish
22049,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/jackson_parish
22051,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/jefferson_parish
22053,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/jefferson_davis_parish
22055,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/lafayette_parish
22057,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/lafourche_parish
22059,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/la_salle_parish
22061,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/lincoln_parish
22063,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/livingston_parish
22065,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/madison_parish
22067,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/morehouse_parish
22069,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/natchitoches_parish
22071,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/orleans_parish
22073,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/ouachita_parish
22075,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/plaquemines_parish
22077,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/pointe_coupee_parish
22079,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/rapides_parish
22081,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/red_river_parish
22083,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/richland_parish
22085,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/sabine_parish
22087,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_bernard_parish
22089,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_charles_parish
22091,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_helena_parish
22093,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_james_parish
22095,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_john_the_baptist_parish
22097,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_landry_parish
22099,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_martin_parish
22101,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_mary_parish
22103,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/st_tammany_parish
22105,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/tangipahoa_parish
22107,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/tensas_parish
22109,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/terrebonne_parish
22111,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/union_parish
22113,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/vermilion_parish
22115,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/vernon_parish
22117,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/washington_parish
22119,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/webster_parish
22121,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/west_baton_rouge_parish
22123,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/west_carroll_parish
22125,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/west_feliciana_parish
22127,LA,USA,county,https://covidactnow.org/us/louisiana-la/county/winn_parish
23,ME,USA,state,https://covidactnow.org/us/maine-me
23001,ME,USA,county,https://covidactnow.org/us/maine-me/county/androscoggin_county
23003,ME,USA,county,https://covidactnow.org/us/maine-me/county/aroostook_county
23005,ME,USA,county,https://covidactnow.org/us/maine-me/county/cumberland_county
23007,ME,USA,county,https://covidactnow.org/us/maine-me/county/franklin_county
23009,ME,USA,county,https://covidactnow.org/us/maine-me/county/hancock_county
23011,ME,USA,county,https://covidactnow.org/us/maine-me/county/kennebec_county
23013,ME,USA,county,https://covidactnow.org/us/maine-me/county/knox_county
23015,ME,USA,county,https://covidactnow.org/us/maine-me/county/lincoln_county
23017,ME,USA,county,https://covidactnow.org/us/maine-me/county/oxford_county
23019,ME,USA,county,https://covidactnow.org/us/maine-me/county/penobscot_county
23021,ME,USA,county,https://covidactnow.org/us/maine-me/county/piscataquis_county
23023,ME,USA,county,https://covidactnow.org/us/maine-me/county/sagadahoc_county
23025,ME,USA,county,https://covidactnow.org/us/maine-me/county/somerset_county
23027,ME,USA,county,https://covidactnow.org/us/maine-me/county/waldo_county
23029,ME,USA,county,https://covidactnow.org/us/maine-me/county/washington_county
23031,ME,USA,county,https://covidactnow.org/us/maine-me/county/york_county
24,MD,USA,state,https://covidactnow.org/us/maryland-md
24001,MD,USA,county,https://covidactnow.org/us/maryland-md/county/allegany_county
24003,MD,USA,county,https://covidactnow.org/us/maryland-md/county/anne_arundel_county
24005,MD,USA,county,https://covidactnow.org/us/maryland-md/county/baltimore_county
24009,MD,USA,county,https://covidactnow.org/us/maryland-md/county/calvert_county
24011,MD,USA,county,https://covidactnow.org/us/maryland-md/county/caroline_county
24013,MD,USA,county,https://covidactnow.org/us/maryland-md/county/carroll_county
24015,MD,USA,county,https://covidactnow.org/us/maryland-md/county/cecil_county
24017,MD,USA,county,https://covidactnow.org/us/maryland-md/county/charles_county
24019,MD,USA,county,https://covidactnow.org/us/maryland-md/county/dorchester_county
24021,MD,USA,county,https://covidactnow.org/us/maryland-md/county/frederick_county
24023,MD,USA,county,https://covidactnow.org/us/maryland-md/county/garrett_county
24025,MD,USA,county,https://covidactnow.org/us/maryland-md/county/harford_county
24027,MD,USA,county,https://covidactnow.org/us/maryland-md/county/howard_county
24029,MD,USA,county,https://covidactnow.org/us/maryland-md/county/kent_county
24031,MD,USA,county,https://covidactnow.org/us/maryland-md/county/montgomery_county
24033,MD,USA,county,https://covidactnow.org/us/maryland-md/county/prince_georges_county
24035,MD,USA,county,https://covidactnow.org/us/maryland-md/county/queen_annes_county
24037,MD,USA,county,https://covidactnow.org/us/maryland-md/county/st_marys_county
24039,MD,USA,county,https://covidactnow.org/us/maryland-md/county/somerset_county
24041,MD,USA,county,https://covidactnow.org/us/maryland-md/county/talbot_county
24043,MD,USA,county,https://covidactnow.org/us/maryland-md/county/washington_county
24045,MD,USA,county,https://covidactnow.org/us/maryland-md/county/wicomico_county
24047,MD,USA,county,https://covidactnow.org/us/maryland-md/county/worcester_county
24510,MD,USA,county,https://covidactnow.org/us/maryland-md/county/baltimore_city
25,MA,USA,state,https://covidactnow.org/us/massachusetts-ma
25001,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/barnstable_county
25003,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/berkshire_county
25005,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/bristol_county
25007,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/dukes_county
25009,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/essex_county
25011,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/franklin_county
25013,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/hampden_county
25015,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/hampshire_county
25017,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/middlesex_county
25019,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/nantucket_county
25021,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/norfolk_county
25023,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/plymouth_county
25025,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/suffolk_county
25027,MA,USA,county,https://covidactnow.org/us/massachusetts-ma/county/worcester_county
26,MI,USA,state,https://covidactnow.org/us/michigan-mi
26001,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/alcona_county
26003,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/alger_county
26005,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/allegan_county
26007,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/alpena_county
26009,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/antrim_county
26011,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/arenac_county
26013,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/baraga_county
26015,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/barry_county
26017,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/bay_county
26019,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/benzie_county
26021,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/berrien_county
26023,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/branch_county
26025,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/calhoun_county
26027,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/cass_county
26029,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/charlevoix_county
26031,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/cheboygan_county
26033,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/chippewa_county
26035,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/clare_county
26037,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/clinton_county
26039,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/crawford_county
26041,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/delta_county
26043,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/dickinson_county
26045,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/eaton_county
26047,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/emmet_county
26049,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/genesee_county
26051,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/gladwin_county
26053,MI,USA,county,https://covidactnow.org/us/michigan-mi/county/gogebic_county
