forecast_date,location,location_name,target,target_end_date,type,quantile,value
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.010,428.6657493587198
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.025,437.8082659839679
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.050,445.67133465482794
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.100,454.7369492508325
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.150,460.8534763796549
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.200,465.71469824378715
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.250,469.8851937518103
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.300,473.6304276125974
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.350,477.10094493603884
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.400,480.3941264933558
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.450,483.58031776173965
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.500,486.7159931713188
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.550,489.851668580898
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.600,493.0378598492818
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.650,496.3310414065988
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.700,499.80155873004026
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.750,503.5467925908274
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.800,507.7172880988505
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.850,512.5785099629827
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.900,518.6950370918051
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.975,535.6237203586697
2020-05-21,11,District of Columbia,1 day ahead cum death,2020-05-22,quantile,0.990,544.7662369839178
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.010,435.57422296053846
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.025,445.4492695570578
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.050,453.94235441532754
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.100,463.7343373267287
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.150,470.3409417095079
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.200,475.59166143931986
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.250,480.0963114345486
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.300,484.14162635232503
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.350,487.89021349608447
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.400,491.4472561203762
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.450,494.8887360246973
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.500,498.27565256534007
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.550,501.6625691059828
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.600,505.104049010304
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.650,508.66109163459566
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.700,512.4096787783551
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.750,516.4549936961315
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.800,520.9596436913603
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.850,526.2103634211722
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.900,532.8169678039515
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.975,551.1020355736223
2020-05-21,11,District of Columbia,2 day ahead cum death,2020-05-23,quantile,0.990,560.9770821701417
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.010,442.7148634762771
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.025,453.2717323455924
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.050,462.3512219731475
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.100,472.81929202789274
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.150,479.8820491965553
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.200,485.4953047002498
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.250,490.3109781086723
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.300,494.6356016640794
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.350,498.6430098859118
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.400,502.4456484031263
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.450,506.1247451761084
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.500,509.74551125973204
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.550,513.3662773433557
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.600,517.0453741163378
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.650,520.8480126335523
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.700,524.8554208553848
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.750,529.1800444107918
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.800,533.9957178192143
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.850,539.6089733229088
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.900,546.6717304915713
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.975,566.2192901738717
2020-05-21,11,District of Columbia,3 day ahead cum death,2020-05-24,quantile,0.990,576.7761590431869
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.010,450.021944072163
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.025,461.219194420548
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.050,470.8494474485837
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.100,481.952512431053
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.150,489.44369766280573
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.200,495.3974542095984
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.250,500.50524719421134
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.300,505.09220315737247
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.350,509.3427014503331
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.400,513.3760086732184
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.450,517.2782800884441
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.500,521.118682464675
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.550,524.9590848409058
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.600,528.8613562561316
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.650,532.8946634790169
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.700,537.1451617719775
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.750,541.7321177351387
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.800,546.8399107197516
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.850,552.7936672665442
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.900,560.284852498297
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.975,581.018170508802
2020-05-21,11,District of Columbia,4 day ahead cum death,2020-05-25,quantile,0.990,592.2154208571869
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.010,457.4500814816335
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.025,469.2530196923036
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.050,479.4041976964124
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.100,491.10785581423255
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.150,499.0042583830842
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.200,505.28006882375206
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.250,510.6641553730875
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.300,515.499231496581
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.350,519.9796500953854
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.400,524.2311292045608
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.450,528.3444844446548
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.500,532.3926239914589
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.550,536.440763538263
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.600,540.554118778357
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.650,544.8055978875324
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.700,549.2860164863367
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.750,554.1210926098303
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.800,559.5051791591658
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.850,565.7809895998336
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.900,573.6773921686853
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.975,595.5322282906142
2020-05-21,11,District of Columbia,5 day ahead cum death,2020-05-26,quantile,0.990,607.3351665012843
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.010,464.9589409518353
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.025,477.3379669815917
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.050,487.9846122916512
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.100,500.2595124815794
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.150,508.5413293645046
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.200,515.1234548841156
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.250,520.7703324963726
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.300,525.8414031162688
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.350,530.5405057862009
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.400,534.9994946937146
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.450,539.3136180651923
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.500,543.5593426405079
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.550,547.8050672158236
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.600,552.1191905873012
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.650,556.5781794948149
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.700,561.277282164747
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.750,566.3483527846433
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.800,571.9952303969002
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.850,578.5773559165112
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.900,586.8591727994365
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.975,609.780718299424
2020-05-21,11,District of Columbia,6 day ahead cum death,2020-05-27,quantile,0.990,622.1597443291805
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.010,472.51439944336215
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.025,485.4438704490095
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.050,496.5639288052108
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.100,509.38464391812795
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.150,518.0347195383315
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.200,524.909525428292
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.250,530.8074967375543
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.300,536.1040572577384
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.350,541.0121099250001
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.400,545.6693719467147
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.450,550.1753268507779
2020-05-21,11,District of Columbia,7 day ahead cum death,2020-05-28,quantile,0.500,554.6098415422045
