forecast_date,location,location_name,target,target_end_date,type,quantile,value
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.010,166.0
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.025,166.0
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.050,166.0
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.100,166.0
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.150,166.0
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.200,169.18402531346737
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.250,174.10943932706923
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.300,178.5326133376033
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.350,182.6313432430647
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.400,186.52063710767618
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.450,190.283573932119
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.500,193.98685081486258
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.550,197.69012769760616
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.600,201.45306452204898
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.650,205.3423583866605
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.700,209.44108829212186
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.750,213.86426230265593
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.800,218.78967631625778
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.850,224.5308478980908
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.900,231.75455270173373
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.950,242.4611713966043
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.975,251.74756639376034
2020-05-30,31,Nebraska,1 day ahead cum death,2020-05-31,quantile,0.990,262.5450074697562
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.010,166.0
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.025,166.0
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.050,166.0
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.100,166.0
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.150,167.17412250743246
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.200,173.59294747116678
2020-05-30,31,Nebraska,2 day ahead cum death,2020-06-01,quantile,0.250,179.09972774703868
