forecast_date,location,location_name,target,target_end_date,type,quantile,value
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.010,9.060307065504258
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.025,12.703051879021363
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.050,15.83601338110963
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.100,19.448117345978744
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.150,21.885186742573886
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.200,23.822092242315655
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.250,25.48378469575818
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.300,26.976035875713855
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.350,28.35882898382534
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.400,29.670964419790273
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.450,30.94047063930603
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.500,32.18984931733579
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.550,33.439227995365556
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.600,34.70873421488132
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.650,36.020869650846244
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.700,37.40366275895773
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.750,38.89591393891341
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.800,40.55760639235593
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.850,42.4945118920977
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.900,44.931581288692854
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.975,51.67664675565022
2020-05-21,30,Montana,1 day ahead cum death,2020-05-22,quantile,0.990,55.31939156916732
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.010,7.5567844001021705
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.025,11.491398494581244
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.050,14.875383680102654
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.100,18.776901875437265
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.150,21.409237679330335
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.200,23.501334729521425
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.250,25.296167714731787
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.300,26.907983207096102
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.350,28.40157046929877
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.400,29.81883872291228
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.450,31.190062160195225
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.500,32.53954536793364
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.550,33.88902857567206
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.600,35.26025201295501
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.650,36.677520266568514
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.700,38.17110752877118
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.750,39.7829230211355
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.800,41.577756006345865
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.850,43.66985305653695
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.900,46.302188860430036
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.975,53.587692241286035
2020-05-21,30,Montana,2 day ahead cum death,2020-05-23,quantile,0.990,57.52230633576511
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.010,6.1719351699187825
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.025,10.378214567265207
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.050,13.995846900447997
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.100,18.166745293364194
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.150,20.9808306376802
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.200,23.217376461021757
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.250,25.136133631632582
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.300,26.85923687252447
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.350,28.455948818927922
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.400,29.97107231326312
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.450,31.436971828413775
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.500,32.8796300605743
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.550,34.322288292734825
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.600,35.78818780788548
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.650,37.30331130222068
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.700,38.90002324862413
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.750,40.623126489516025
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.800,42.54188366012684
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.850,44.7784294834684
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.900,47.59251482778443
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.975,55.38104555388339
2020-05-21,30,Montana,3 day ahead cum death,2020-05-24,quantile,0.990,59.58732495122982
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.010,4.882622369856204
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.025,9.344055397999586
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.050,13.181133929949482
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.100,17.605039735856153
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.150,20.589827980561445
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.200,22.962043057740345
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.250,24.997192367924185
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.300,26.824819347402943
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.350,28.51838811475812
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.400,30.125419260527337
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.450,31.680240492078987
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.500,33.21041062042194
2020-05-21,30,Montana,4 day ahead cum death,2020-05-25,quantile,0.550,34.74058074876489
