forecast_date,location,location_name,target,target_end_date,type,quantile,value
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.010,390.66728919090633
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.025,407.62377183329465
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.050,422.207282358738
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.100,439.02113600984495
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.150,450.36536324429744
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.200,459.38139543091876
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.250,467.1163482443115
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.300,474.06257492950476
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.350,480.4992891480526
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.400,486.60710149379855
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.450,492.5164806234443
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.500,498.332168779576
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.550,504.1478569357078
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.600,510.0572360653535
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.650,516.1650484110995
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.700,522.6017626296473
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.750,529.5479893148406
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.800,537.2829421282333
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.850,546.2989743148546
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.900,557.6432015493072
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.975,589.0405657258573
2020-05-21,45,South Carolina,1 day ahead cum death,2020-05-22,quantile,0.990,605.9970483682457
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.010,392.2434211532021
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.025,410.55851568026424
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.050,426.3105073782476
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.100,444.47154498721466
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.150,456.7247108422652
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.200,466.46313863059714
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.250,474.8178425469336
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.300,482.3206248767834
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.350,489.2730708434773
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.400,495.87026218469634
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.450,502.2531211559991
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.500,508.53478230978106
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.550,514.816443463563
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.600,521.1993024348658
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.650,527.7964937760848
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.700,534.7489397427787
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.750,542.2517220726286
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.800,550.6064259889649
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.850,560.344853777297
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.900,572.5980196323476
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.975,606.5110489392978
2020-05-21,45,South Carolina,2 day ahead cum death,2020-05-23,quantile,0.990,624.82614346636
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.010,394.3772834067616
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.025,413.9569430429459
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.050,430.79653049813476
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.100,450.2114963612979
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.150,463.3106816564168
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.200,473.72149887635305
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.250,482.65305305431576
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.300,490.6738647474128
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.350,498.1063421209633
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.400,505.15903632491563
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.450,511.98259958740465
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.500,518.6979778323358
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.550,525.413356077267
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.600,532.236919339756
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.650,539.2896135437084
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.700,546.7220909172588
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.750,554.7429026103559
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.800,563.6744567883186
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.850,574.0852740082548
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.900,587.1844593033738
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.975,623.4390126217257
2020-05-21,45,South Carolina,3 day ahead cum death,2020-05-24,quantile,0.990,643.0186722579101
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.010,396.95843185571766
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.025,417.7257970088233
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.050,435.5868767317453
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.100,456.17955775926725
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.150,470.0733418845638
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.200,481.11568106542967
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.250,490.5890248540884
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.300,499.0963803623023
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.350,506.979713090082
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.400,514.4602249359566
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.450,521.6977067180987
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.500,528.8204409609339
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.550,535.9431752037691
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.600,543.1806569859111
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.650,550.6611688317857
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.700,558.5445015595654
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.750,567.0518570677793
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.800,576.525200856438
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.850,587.567540037304
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.900,601.4613241626006
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.975,639.9150849130444
2020-05-21,45,South Carolina,4 day ahead cum death,2020-05-25,quantile,0.990,660.6824500661501
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.010,399.91037503689284
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.025,421.8010999983013
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.050,440.6283311297288
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.100,462.3349228551641
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.150,476.98025724003986
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.200,488.6199047425913
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.250,498.60568588591474
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.300,507.5732259761598
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.350,515.8829883004038
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.400,523.7681401326819
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.450,531.3971157845298
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.500,538.9051369096744
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.550,546.413158034819
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.600,554.042133686667
2020-05-21,45,South Carolina,5 day ahead cum death,2020-05-26,quantile,0.650,561.927285518945
