forecast_date,location,location_name,target,target_end_date,type,quantile,value
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.010,417.4288719517384
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.025,428.5389885912669
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.050,438.0943018227051
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.100,449.1109660191335
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.150,456.54385705073315
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.200,462.4512832152078
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.250,467.51932885712745
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.300,472.0705904781066
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.350,476.2880126435154
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.400,480.2899338558755
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.450,484.1618389426908
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.500,487.97235643717556
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.550,491.78287393166033
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.600,495.6547790184756
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.650,499.6567002308358
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.700,503.8741223962445
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.750,508.42538401722373
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.800,513.4934296591433
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.850,519.400855823618
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.900,526.8337468552177
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.975,547.4057242830843
2020-05-21,44,Rhode Island,1 day ahead cum death,2020-05-22,quantile,0.990,558.5158409226127
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.010,423.23797645900095
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.025,435.2382739706427
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.050,445.5591918614789
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.100,457.45854919789326
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.150,465.4869891004463
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.200,471.86773862827135
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.250,477.34185357043424
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.300,482.2577779731312
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.350,486.81311455141986
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.400,491.1356834968805
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.450,495.31781897629656
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.500,499.43364827771364
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.550,503.5494775791307
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.600,507.73161305854677
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.650,512.0541820040074
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.700,516.6095185822961
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.750,521.5254429849931
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.800,526.9995579271559
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.850,533.380307454981
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.900,541.4087473575341
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.975,563.6290225847846
2020-05-21,44,Rhode Island,2 day ahead cum death,2020-05-23,quantile,0.990,575.6293200964263
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.010,429.3693366819891
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.025,442.19819434710894
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.050,453.2317196798331
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.100,465.9526677585923
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.150,474.53543103449476
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.200,481.3567392070493
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.250,487.2088142383045
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.300,492.46415848235404
2020-05-21,44,Rhode Island,3 day ahead cum death,2020-05-24,quantile,0.350,497.3340181273241
