forecast_date,location,location_name,target,target_end_date,type,quantile,value
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.010,18.00328044682894
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.025,32.48249930611598
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.050,44.93542631273178
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.100,59.29285361748494
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.150,68.97974165796283
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.200,76.67857319193469
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.250,83.28348513112425
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.300,89.21490018590163
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.350,94.71124019170313
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.400,99.9267293689477
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.450,104.97277550629634
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.500,109.93881848855334
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.550,114.90486147081033
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.600,119.95090760815899
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.650,125.16639678540356
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.700,130.66273679120505
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.750,136.59415184598245
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.800,143.199063785172
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.850,150.89789531914386
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.900,160.58478335962178
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.975,187.39513767099066
2020-05-21,02,Alaska,1 day ahead cum death,2020-05-22,quantile,0.990,201.87435653027774
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.010,11.025723017925685
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.025,26.665066841681735
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.050,40.11576531936129
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.100,55.623559229085636
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.150,66.08659415655988
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.200,74.40228263195942
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.250,81.53640290091039
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.300,87.94306339168452
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.350,93.87978911966538
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.400,99.51316128184449
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.450,104.96351404323768
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.500,110.32745352076361
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.550,115.69139299828956
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.600,121.14174575968275
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.650,126.77511792186186
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.700,132.7118436498427
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.750,139.11850414061686
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.800,146.2526244095678
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.850,154.56831288496733
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.900,165.03134781244165
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.975,193.98984019984547
2020-05-21,02,Alaska,2 day ahead cum death,2020-05-23,quantile,0.990,209.62918402360154
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.010,4.548305673928823
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.025,21.267467486058607
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.050,35.64686900499538
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.100,52.225398043534824
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.150,63.410852879094186
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.200,72.30069779626265
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.250,79.92739316839238
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.300,86.77640132549462
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.350,93.12302808930903
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.400,99.1453562501845
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.450,104.97202844166753
2020-05-21,02,Alaska,3 day ahead cum death,2020-05-24,quantile,0.500,110.70632094689418
