fips,hsa,hsa_name
13255,204,"Spalding (Griffin), GA - Butts, GA"
13257,216,"Stephens, GA - Hart, GA"
13259,166,"Muscogee (Columbus), GA - Russell, AL"
13261,197,"Sumter, GA - Crisp, GA"
13263,166,"Muscogee (Columbus), GA - Russell, AL"
13265,152,"Richmond (South Augusta), GA - Aiken, SC"
13267,143,"Chatham (Savannah), GA - Beaufort, SC"
13269,193,"Bibb (Macon), GA - Houston, GA"
13271,206,"Laurens, GA - Toombs, GA"
13273,144,"Dougherty (Albany), GA - Lee, GA"
13275,178,"Thomas, GA - Mitchell, GA"
13277,189,"Tift, GA - Ben Hill, GA"
13279,206,"Laurens, GA - Toombs, GA"
13281,157,"Hall, GA - Habersham, GA"
13283,206,"Laurens, GA - Toombs, GA"
13285,172,"Coweta, GA - Troup (La Grange), GA"
13287,189,"Tift, GA - Ben Hill, GA"
13289,193,"Bibb (Macon), GA - Houston, GA"
13291,157,"Hall, GA - Habersham, GA"
13293,269,"Upson, GA - Lamar, GA"
13295,141,"Hamilton (Chattanooga), TN - Walker, GA"
13297,153,"Fulton (Atlanta), GA - DeKalb, GA"
13299,174,"Ware, GA - Pierce, GA"
13301,152,"Richmond (South Augusta), GA - Aiken, SC"
13303,250,"Washington, GA - Jefferson, GA"
13305,230,"Wayne, GA - Appling, GA"
13307,166,"Muscogee (Columbus), GA - Russell, AL"
13309,206,"Laurens, GA - Toombs, GA"
13311,157,"Hall, GA - Habersham, GA"
13313,145,"Whitfield, GA - Murray, GA"
13315,197,"Sumter, GA - Crisp, GA"
13317,253,"Elbert, GA - Wilkes, GA"
13319,193,"Bibb (Macon), GA - Houston, GA"
13321,144,"Dougherty (Albany), GA - Lee, GA"
15001,823,"Hawaii, HI"
15003,821,"Honolulu (Honolulu), HI - Maui, HI"
15005,821,"Honolulu (Honolulu), HI - Maui, HI"
15007,822,"Kauai, HI"
15009,821,"Honolulu (Honolulu), HI - Maui, HI"
16001,716,"Ada (Boise City), ID - Canyon, ID"
16003,729,"Malheur, OR - Payette, ID"
16005,696,"Bannock, ID - Bingham, ID"
16007,715,"Cache, UT - Franklin, ID"
16009,734,"Kootenai, ID - Bonner, ID"
16011,696,"Bannock, ID - Bingham, ID"
16013,808,"Blaine, ID - Camas, ID"
16015,716,"Ada (Boise City), ID - Canyon, ID"
16017,734,"Kootenai, ID - Bonner, ID"
16019,722,"Bonneville, ID - Madison, ID"
16021,734,"Kootenai, ID - Bonner, ID"
16023,722,"Bonneville, ID - Madison, ID"
16025,808,"Blaine, ID - Camas, ID"
16027,716,"Ada (Boise City), ID - Canyon, ID"
16029,696,"Bannock, ID - Bingham, ID"
16031,730,"Cassia, ID - Minidoka, ID"
16033,722,"Bonneville, ID - Madison, ID"
16035,694,"Nez Perce, ID - Asotin, WA"
16037,722,"Bonneville, ID - Madison, ID"
16039,716,"Ada (Boise City), ID - Canyon, ID"
16041,715,"Cache, UT - Franklin, ID"
16043,722,"Bonneville, ID - Madison, ID"
16045,716,"Ada (Boise City), ID - Canyon, ID"
16047,695,"Twin Falls, ID - Jerome, ID"
16049,694,"Nez Perce, ID - Asotin, WA"
16051,722,"Bonneville, ID - Madison, ID"
16053,695,"Twin Falls, ID - Jerome, ID"
16055,734,"Kootenai, ID - Bonner, ID"
16057,784,"Whitman, WA - Latah, ID"
16059,813,"Lemhi, ID"
16061,694,"Nez Perce, ID - Asotin, WA"
16063,695,"Twin Falls, ID - Jerome, ID"
16065,722,"Bonneville, ID - Madison, ID"
16067,730,"Cassia, ID - Minidoka, ID"
16069,694,"Nez Perce, ID - Asotin, WA"
16071,696,"Bannock, ID - Bingham, ID"
16073,716,"Ada (Boise City), ID - Canyon, ID"
16075,729,"Malheur, OR - Payette, ID"
16077,696,"Bannock, ID - Bingham, ID"
16079,734,"Kootenai, ID - Bonner, ID"
16081,722,"Bonneville, ID - Madison, ID"
16083,695,"Twin Falls, ID - Jerome, ID"
16085,716,"Ada (Boise City), ID - Canyon, ID"
16087,729,"Malheur, OR - Payette, ID"
17001,353,"Adams, IL - Marion, MO"
17003,563,"Cape Girardeau, MO - Butler, MO"
17005,299,"Madison (Alton), IL - Jersey, IL"
17007,291,"Winnebago (Rockford), IL - Ogle, IL"
17009,318,"Sangamon (Springfield), IL - Christian, IL"
17011,336,"La Salle, IL - Livingston, IL"
17013,299,"Madison (Alton), IL - Jersey, IL"
17015,361,"Whiteside, IL - Clinton, IA"
17017,318,"Sangamon (Springfield), IL - Christian, IL"
17019,279,"Champaign (Champaign), IL - Coles, IL"
17021,318,"Sangamon (Springfield), IL - Christian, IL"
17023,311,"Vigo (Terre Haute), IN - Clay, IN"
17025,351,"Richland, IL - Clay, IL"
17027,325,"St. Clair (Belleville), IL - Clinton, IL"
17029,279,"Champaign (Champaign), IL - Coles, IL"
17031,287,"Cook (Chicago), IL - DuPage, IL"
17033,310,"Knox, IN - Daviess, IN"
17035,279,"Champaign (Champaign), IL - Coles, IL"
17037,373,"Kane (Aurora), IL - DeKalb, IL"
17039,338,"McLean (Bloomington), IL - Woodford, IL"
17041,279,"Champaign (Champaign), IL - Coles, IL"
17043,287,"Cook (Chicago), IL - DuPage, IL"
17045,333,"Vermilion, IL - Edgar, IL"
17047,351,"Richland, IL - Clay, IL"
17049,363,"Effingham, IL - Fayette, IL"
17051,363,"Effingham, IL - Fayette, IL"
17053,279,"Champaign (Champaign), IL - Coles, IL"
17055,331,"Williamson, IL - Jackson, IL"
17057,277,"Peoria (Peoria), IL - Tazewell, IL"
17059,384,"Saline, IL - Gallatin, IL"
17061,319,"Morgan, IL - Greene, IL"
17063,303,"Will (Joliet), IL - Grundy, IL"
17065,383,"White, IL - Hamilton, IL"
17067,367,"Lee, IA - Hancock, IL"
17069,384,"Saline, IL - Gallatin, IL"
17071,340,"Des Moines, IA - Henry, IA"
17073,307,"Rock Island (Moline), IL - Henry, IL"
17075,343,"Kankakee (Kankakee), IL - Iroquois, IL"
17077,331,"Williamson, IL - Jackson, IL"
17079,351,"Richland, IL - Clay, IL"
17081,335,"Jefferson, IL - Wayne, IL"
17083,299,"Madison (Alton), IL - Jersey, IL"
17085,302,"Dubuque (Dubuque), IA - Stephenson, IL"
17087,012,"McCracken, KY - Graves, KY"
17089,373,"Kane (Aurora), IL - DeKalb, IL"
17091,343,"Kankakee (Kankakee), IL - Iroquois, IL"
17093,373,"Kane (Aurora), IL - DeKalb, IL"
17095,324,"Knox, IL - Warren, IL"
17097,287,"Cook (Chicago), IL - DuPage, IL"
17099,336,"La Salle, IL - Livingston, IL"
17101,310,"Knox, IN - Daviess, IN"
17103,291,"Winnebago (Rockford), IL - Ogle, IL"
17105,336,"La Salle, IL - Livingston, IL"
17107,318,"Sangamon (Springfield), IL - Christian, IL"
17109,318,"Sangamon (Springfield), IL - Christian, IL"
17111,287,"Cook (Chicago), IL - DuPage, IL"
17113,338,"McLean (Bloomington), IL - Woodford, IL"
17115,305,"Macon (Decatur), IL - Shelby, IL"
17117,334,"Macoupin, IL - Montgomery, IL"
17119,299,"Madison (Alton), IL - Jersey, IL"
17121,358,"Marion, IL - Washington, IL"
17123,277,"Peoria (Peoria), IL - Tazewell, IL"
17125,277,"Peoria (Peoria), IL - Tazewell, IL"
17127,012,"McCracken, KY - Graves, KY"
17129,318,"Sangamon (Springfield), IL - Christian, IL"
17131,307,"Rock Island (Moline), IL - Henry, IL"
17133,325,"St. Clair (Belleville), IL - Clinton, IL"
17135,334,"Macoupin, IL - Montgomery, IL"
17137,319,"Morgan, IL - Greene, IL"
17139,305,"Macon (Decatur), IL - Shelby, IL"
17141,291,"Winnebago (Rockford), IL - Ogle, IL"
17143,277,"Peoria (Peoria), IL - Tazewell, IL"
17145,331,"Williamson, IL - Jackson, IL"
17147,305,"Macon (Decatur), IL - Shelby, IL"
17149,353,"Adams, IL - Marion, MO"
17151,384,"Saline, IL - Gallatin, IL"
17153,563,"Cape Girardeau, MO - Butler, MO"
17155,336,"La Salle, IL - Livingston, IL"
17157,325,"St. Clair (Belleville), IL - Clinton, IL"
17159,351,"Richland, IL - Clay, IL"
17161,307,"Rock Island (Moline), IL - Henry, IL"
17163,325,"St. Clair (Belleville), IL - Clinton, IL"
17165,384,"Saline, IL - Gallatin, IL"
17167,318,"Sangamon (Springfield), IL - Christian, IL"
17169,318,"Sangamon (Springfield), IL - Christian, IL"
17171,319,"Morgan, IL - Greene, IL"
17173,305,"Macon (Decatur), IL - Shelby, IL"
17175,307,"Rock Island (Moline), IL - Henry, IL"
17177,302,"Dubuque (Dubuque), IA - Stephenson, IL"
17179,277,"Peoria (Peoria), IL - Tazewell, IL"
17181,563,"Cape Girardeau, MO - Butler, MO"
17183,333,"Vermilion, IL - Edgar, IL"
17185,273,"Vanderburgh (Evansville), IN - Warrick, IN"
17187,324,"Knox, IL - Warren, IL"
17189,358,"Marion, IL - Washington, IL"
17191,335,"Jefferson, IL - Wayne, IL"
17193,383,"White, IL - Hamilton, IL"
17195,361,"Whiteside, IL - Clinton, IA"
17197,303,"Will (Joliet), IL - Grundy, IL"
17199,331,"Williamson, IL - Jackson, IL"
17201,291,"Winnebago (Rockford), IL - Ogle, IL"
17203,338,"McLean (Bloomington), IL - Woodford, IL"
18001,332,"Huntington, IN - Adams, IN"
18003,304,"Allen (Fort Wayne), IN - Noble, IN"
18005,313,"Bartholomew, IN - Jackson, IN"
18007,300,"Tippecanoe (Lafayette), IN - Clinton, IN"
18009,323,"Delaware (Muncie), IN - Randolph, IN"
18011,401,"Boone, IN"
18013,341,"Monroe (Bloomington), IN - Greene, IN"
18015,300,"Tippecanoe (Lafayette), IN - Clinton, IN"
18017,364,"Howard (Kokomo), IN - Cass, IN"
18019,365,"Clark (Jeffersonville), IN - Scott, IN"
18021,311,"Vigo (Terre Haute), IN - Clay, IN"
18023,300,"Tippecanoe (Lafayette), IN - Clinton, IN"
18025,339,"Floyd (New Albany), IN - Harrison, IN"
18027,310,"Knox, IN - Daviess, IN"
18029,321,"Dearborn, IN - Jefferson (Madison), IN"
18031,313,"Bartholomew, IN - Jackson, IN"
18033,304,"Allen (Fort Wayne), IN - Noble, IN"
18035,323,"Delaware (Muncie), IN - Randolph, IN"
18037,394,"Dubois, IN"
18039,349,"Elkhart (Elkhart), IN - Kosciusko, IN"
18041,385,"Wayne, IN - Fayette, IN"
18043,339,"Floyd (New Albany), IN - Harrison, IN"
18045,333,"Vermilion, IL - Edgar, IL"
18047,270,"Hamilton (Cincinnati), OH - Butler, OH"
18049,312,"St. Joseph (South Bend), IN - Marshall, IN"
18051,273,"Vanderburgh (Evansville), IN - Warrick, IN"
18053,389,"Grant, IN - Miami, IN"
18055,341,"Monroe (Bloomington), IN - Greene, IN"
18057,390,"Hamilton, IN - Madison (Anderson), IN"
18059,362,"Hancock, IN - Henry (New Castle), IN"
18061,339,"Floyd (New Albany), IN - Harrison, IN"
18063,275,"Marion (Indianapolis), IN - Johnson, IN"
18065,362,"Hancock, IN - Henry (New Castle), IN"
18067,364,"Howard (Kokomo), IN - Cass, IN"
18069,332,"Huntington, IN - Adams, IN"
18071,313,"Bartholomew, IN - Jackson, IN"
18073,308,"Lake (Gary), IN - Porter, IN"
18075,332,"Huntington, IN - Adams, IN"
18077,321,"Dearborn, IN - Jefferson (Madison), IN"
18079,313,"Bartholomew, IN - Jackson, IN"
18081,275,"Marion (Indianapolis), IN - Johnson, IN"
18083,310,"Knox, IN - Daviess, IN"
18085,349,"Elkhart (Elkhart), IN - Kosciusko, IN"
18087,304,"Allen (Fort Wayne), IN - Noble, IN"
18089,308,"Lake (Gary), IN - Porter, IN"
18091,378,"La Porte, IN - Starke, IN"
18093,329,"Lawrence, IN - Orange, IN"
18095,390,"Hamilton, IN - Madison (Anderson), IN"
18097,275,"Marion (Indianapolis), IN - Johnson, IN"
18099,312,"St. Joseph (South Bend), IN - Marshall, IN"
18101,310,"Knox, IN - Daviess, IN"
18103,389,"Grant, IN - Miami, IN"
18105,341,"Monroe (Bloomington), IN - Greene, IN"
18107,402,"Montgomery, IN"
18109,275,"Marion (Indianapolis), IN - Johnson, IN"
18111,308,"Lake (Gary), IN - Porter, IN"
18113,304,"Allen (Fort Wayne), IN - Noble, IN"
18115,321,"Dearborn, IN - Jefferson (Madison), IN"
18117,329,"Lawrence, IN - Orange, IN"
18119,341,"Monroe (Bloomington), IN - Greene, IN"
18121,311,"Vigo (Terre Haute), IN - Clay, IN"
18123,316,"Daviess (Owensboro), KY - Ohio, KY"
18125,310,"Knox, IN - Daviess, IN"
18127,308,"Lake (Gary), IN - Porter, IN"
18129,273,"Vanderburgh (Evansville), IN - Warrick, IN"
18131,312,"St. Joseph (South Bend), IN - Marshall, IN"
18133,275,"Marion (Indianapolis), IN - Johnson, IN"
18135,323,"Delaware (Muncie), IN - Randolph, IN"
18137,321,"Dearborn, IN - Jefferson (Madison), IN"
18139,275,"Marion (Indianapolis), IN - Johnson, IN"
18141,312,"St. Joseph (South Bend), IN - Marshall, IN"
18143,365,"Clark (Jeffersonville), IN - Scott, IN"
18145,275,"Marion (Indianapolis), IN - Johnson, IN"
18147,273,"Vanderburgh (Evansville), IN - Warrick, IN"
18149,378,"La Porte, IN - Starke, IN"
18151,304,"Allen (Fort Wayne), IN - Noble, IN"
18153,311,"Vigo (Terre Haute), IN - Clay, IN"
18155,321,"Dearborn, IN - Jefferson (Madison), IN"
18157,300,"Tippecanoe (Lafayette), IN - Clinton, IN"
18159,364,"Howard (Kokomo), IN - Cass, IN"
18161,385,"Wayne, IN - Fayette, IN"
18163,273,"Vanderburgh (Evansville), IN - Warrick, IN"
18165,311,"Vigo (Terre Haute), IN - Clay, IN"
18167,311,"Vigo (Terre Haute), IN - Clay, IN"
18169,389,"Grant, IN - Miami, IN"
18171,333,"Vermilion, IL - Edgar, IL"
18173,273,"Vanderburgh (Evansville), IN - Warrick, IN"
18175,339,"Floyd (New Albany), IN - Harrison, IN"
18177,385,"Wayne, IN - Fayette, IN"
18179,332,"Huntington, IN - Adams, IN"
18181,300,"Tippecanoe (Lafayette), IN - Clinton, IN"
18183,304,"Allen (Fort Wayne), IN - Noble, IN"
19001,546,"Polk (Des Moines), IA - Dallas, IA"
19003,647,"Montgomery, IA - Adams, IA"
19005,290,"La Crosse (La Crosse), WI - Monroe, WI"
19007,649,"Appanoose, IA - Davis, IA"
19009,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA"
19011,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19013,557,"Black Hawk (Waterloo), IA - Bremer, IA"
19015,606,"Story, IA - Boone, IA"
19017,557,"Black Hawk (Waterloo), IA - Bremer, IA"
19019,557,"Black Hawk (Waterloo), IA - Bremer, IA"
19021,560,"Woodbury (Sioux City), IA - Plymouth, IA"
19023,557,"Black Hawk (Waterloo), IA - Bremer, IA"
19025,633,"Carroll, IA - Sac, IA"
19027,633,"Carroll, IA - Sac, IA"
19029,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA"
19031,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19033,556,"Cerro Gordo, IA - Kossuth, IA"
19035,560,"Woodbury (Sioux City), IA - Plymouth, IA"
19037,634,"Floyd, IA - Chickasaw, IA"
19039,546,"Polk (Des Moines), IA - Dallas, IA"
19041,625,"Clay, IA - Dickinson, IA"
19043,350,"Clayton, IA - Delaware, IA"
19045,361,"Whiteside, IL - Clinton, IA"
19047,681,"Crawford, IA"
19049,546,"Polk (Des Moines), IA - Dallas, IA"
19051,649,"Appanoose, IA - Davis, IA"
19053,546,"Polk (Des Moines), IA - Dallas, IA"
19055,350,"Clayton, IA - Delaware, IA"
19057,340,"Des Moines, IA - Henry, IA"
19059,625,"Clay, IA - Dickinson, IA"
19061,302,"Dubuque (Dubuque), IA - Stephenson, IL"
19063,626,"Martin, MN - Emmet, IA"
19065,557,"Black Hawk (Waterloo), IA - Bremer, IA"
19067,634,"Floyd, IA - Chickasaw, IA"
19069,556,"Cerro Gordo, IA - Kossuth, IA"
19071,644,"Page, IA - Fremont, IA"
19073,617,"Guthrie, IA - Greene, IA"
19075,557,"Black Hawk (Waterloo), IA - Bremer, IA"
19077,617,"Guthrie, IA - Greene, IA"
19079,606,"Story, IA - Boone, IA"
19081,556,"Cerro Gordo, IA - Kossuth, IA"
19083,606,"Story, IA - Boone, IA"
19085,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA"
19087,340,"Des Moines, IA - Henry, IA"
19089,552,"Olmsted (Rochester), MN - Winona, MN"
19091,585,"Webster, IA - Humboldt, IA"
19093,560,"Woodbury (Sioux City), IA - Plymouth, IA"
19095,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19097,302,"Dubuque (Dubuque), IA - Stephenson, IL"
19099,546,"Polk (Des Moines), IA - Dallas, IA"
19101,589,"Wapello, IA - Mahaska, IA"
19103,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19105,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19107,589,"Wapello, IA - Mahaska, IA"
19109,556,"Cerro Gordo, IA - Kossuth, IA"
19111,367,"Lee, IA - Hancock, IL"
19113,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19115,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19117,645,"Lucas, IA - Wayne, IA"
19119,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD"
19121,546,"Polk (Des Moines), IA - Dallas, IA"
19123,589,"Wapello, IA - Mahaska, IA"
19125,546,"Polk (Des Moines), IA - Dallas, IA"
19127,679,"Marshall, IA - Tama, IA"
19129,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA"
19131,665,"Mitchell, IA"
19133,560,"Woodbury (Sioux City), IA - Plymouth, IA"
19135,589,"Wapello, IA - Mahaska, IA"
19137,647,"Montgomery, IA - Adams, IA"
19139,641,"Scott (Davenport), IA - Muscatine, IA"
19141,652,"OBrien, IA - Osceola, IA"
19143,652,"OBrien, IA - Osceola, IA"
19145,644,"Page, IA - Fremont, IA"
19147,625,"Clay, IA - Dickinson, IA"
19149,560,"Woodbury (Sioux City), IA - Plymouth, IA"
19151,585,"Webster, IA - Humboldt, IA"
19153,546,"Polk (Des Moines), IA - Dallas, IA"
19155,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA"
19157,686,"Poweshiek, IA"
19159,546,"Polk (Des Moines), IA - Dallas, IA"
19161,633,"Carroll, IA - Sac, IA"
19163,641,"Scott (Davenport), IA - Muscatine, IA"
19165,596,"Pottawattamie (Council Bluffs), IA - Harrison, IA"
19167,672,"Sioux, IA"
19169,606,"Story, IA - Boone, IA"
19171,679,"Marshall, IA - Tama, IA"
19173,644,"Page, IA - Fremont, IA"
19175,546,"Polk (Des Moines), IA - Dallas, IA"
19177,589,"Wapello, IA - Mahaska, IA"
19179,589,"Wapello, IA - Mahaska, IA"
19181,546,"Polk (Des Moines), IA - Dallas, IA"
19183,545,"Linn (Cedar Rapids), IA - Johnson, IA"
19185,645,"Lucas, IA - Wayne, IA"
19187,585,"Webster, IA - Humboldt, IA"
19189,556,"Cerro Gordo, IA - Kossuth, IA"
19191,395,"Winneshiek, IA"
19193,560,"Woodbury (Sioux City), IA - Plymouth, IA"
19195,556,"Cerro Gordo, IA - Kossuth, IA"
19197,606,"Story, IA - Boone, IA"
20001,601,"Labette, KS - Neosho, KS"
20003,624,"Johnson (Overland Park), KS - Douglas, KS"
20005,671,"Atchison, KS"
20007,669,"Barber, KS"
20009,583,"Barton, KS - Pawnee, KS"
20011,630,"Crawford, KS - Bourbon, KS"
20013,554,"Shawnee (Topeka), KS - Riley, KS"
20015,576,"Sedgwick (Wichita), KS - Butler, KS"
20017,567,"Lyon, KS - Coffey, KS"
20019,451,"Washington, OK - Montgomery, KS"
20021,539,"Jasper (Joplin), MO - Newton, MO"
20023,636,"Cheyenne, KS - Rawlins, KS"
20025,551,"Ford, KS - Gray, KS"
20027,662,"Clay, KS"
20029,642,"Cloud, KS - Republic, KS"
20031,567,"Lyon, KS - Coffey, KS"
20033,618,"Pratt, KS - Kiowa, KS"
20035,576,"Sedgwick (Wichita), KS - Butler, KS"
20037,630,"Crawford, KS - Bourbon, KS"
20039,613,"Red Willow, NE - Decatur, KS"
20041,650,"Geary, KS - Dickinson, KS"
20043,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
20045,624,"Johnson (Overland Park), KS - Douglas, KS"
20047,583,"Barton, KS - Pawnee, KS"
20049,451,"Washington, OK - Montgomery, KS"
20051,565,"Ellis, KS - Rooks, KS"
20053,569,"Saline, KS - Ellsworth, KS"
20055,575,"Finney, KS - Scott, KS"
20057,551,"Ford, KS - Gray, KS"
20059,624,"Johnson (Overland Park), KS - Douglas, KS"
20061,650,"Geary, KS - Dickinson, KS"
20063,565,"Ellis, KS - Rooks, KS"
20065,565,"Ellis, KS - Rooks, KS"
20067,562,"Grant, KS - Baca, CO"
20069,551,"Ford, KS - Gray, KS"
20071,643,"Wichita, KS - Greeley, KS"
20073,567,"Lyon, KS - Coffey, KS"
20075,575,"Finney, KS - Scott, KS"
20077,661,"Kingman, KS - Harper, KS"
20079,576,"Sedgwick (Wichita), KS - Butler, KS"
20081,575,"Finney, KS - Scott, KS"
20083,551,"Ford, KS - Gray, KS"
20085,554,"Shawnee (Topeka), KS - Riley, KS"
20087,554,"Shawnee (Topeka), KS - Riley, KS"
20089,622,"Mitchell, KS - Osborne, KS"
20091,624,"Johnson (Overland Park), KS - Douglas, KS"
20093,575,"Finney, KS - Scott, KS"
20095,661,"Kingman, KS - Harper, KS"
20097,618,"Pratt, KS - Kiowa, KS"
20099,601,"Labette, KS - Neosho, KS"
20101,575,"Finney, KS - Scott, KS"
20103,621,"Wyandotte (Kansas City), KS - Leavenworth, KS"
20105,569,"Saline, KS - Ellsworth, KS"
20107,630,"Crawford, KS - Bourbon, KS"
20109,565,"Ellis, KS - Rooks, KS"
20111,567,"Lyon, KS - Coffey, KS"
20113,674,"McPherson, KS"
20115,576,"Sedgwick (Wichita), KS - Butler, KS"
20117,635,"Marshall, KS - Washington, KS"
20119,551,"Ford, KS - Gray, KS"
20121,624,"Johnson (Overland Park), KS - Douglas, KS"
20123,622,"Mitchell, KS - Osborne, KS"
20125,451,"Washington, OK - Montgomery, KS"
20127,650,"Geary, KS - Dickinson, KS"
20129,587,"Seward, KS - Texas, OK"
20131,554,"Shawnee (Topeka), KS - Riley, KS"
20133,601,"Labette, KS - Neosho, KS"
20135,682,"Ness, KS"
20137,637,"Phillips, KS - Norton, KS"
20139,554,"Shawnee (Topeka), KS - Riley, KS"
20141,622,"Mitchell, KS - Osborne, KS"
20143,569,"Saline, KS - Ellsworth, KS"
20145,583,"Barton, KS - Pawnee, KS"
20147,637,"Phillips, KS - Norton, KS"
20149,554,"Shawnee (Topeka), KS - Riley, KS"
20151,618,"Pratt, KS - Kiowa, KS"
20153,636,"Cheyenne, KS - Rawlins, KS"
20155,598,"Reno, KS - Rice, KS"
20157,642,"Cloud, KS - Republic, KS"
20159,598,"Reno, KS - Rice, KS"
20161,554,"Shawnee (Topeka), KS - Riley, KS"
20163,565,"Ellis, KS - Rooks, KS"
20165,583,"Barton, KS - Pawnee, KS"
20167,667,"Russell, KS"
20169,569,"Saline, KS - Ellsworth, KS"
20171,575,"Finney, KS - Scott, KS"
20173,576,"Sedgwick (Wichita), KS - Butler, KS"
20175,587,"Seward, KS - Texas, OK"
20177,554,"Shawnee (Topeka), KS - Riley, KS"
20179,613,"Red Willow, NE - Decatur, KS"
20181,659,"Thomas, KS - Sherman, KS"
20183,637,"Phillips, KS - Norton, KS"
20185,598,"Reno, KS - Rice, KS"
20187,562,"Grant, KS - Baca, CO"
20189,664,"Stevens, KS"
20191,576,"Sedgwick (Wichita), KS - Butler, KS"
20193,659,"Thomas, KS - Sherman, KS"
20195,565,"Ellis, KS - Rooks, KS"
20197,554,"Shawnee (Topeka), KS - Riley, KS"
20199,659,"Thomas, KS - Sherman, KS"
20201,635,"Marshall, KS - Washington, KS"
20203,643,"Wichita, KS - Greeley, KS"
20205,675,"Wilson, KS"
20207,601,"Labette, KS - Neosho, KS"
20209,621,"Wyandotte (Kansas City), KS - Leavenworth, KS"
21001,082,"Taylor, KY - Adair, KY"
21003,029,"Warren, KY - Logan, KY"
21005,114,"Franklin, KY - Anderson, KY"
21007,012,"McCracken, KY - Graves, KY"
21009,053,"Barren, KY - Hart, KY"
21011,131,"Montgomery, KY - Bath, KY"
21013,096,"Harlan, KY - Bell, KY"
21015,002,"Kenton (Covington), KY - Campbell, KY"
21017,102,"Bourbon (Paris), KY - Nicholas, KY"
21019,046,"Cabell (Huntington), WV - Lawrence, OH"
21021,027,"Boyle, KY - Lincoln, KY"
21023,116,"Mason, KY - Fleming, KY"
21025,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21027,089,"Hardin, KY - Meade, KY"
21029,272,"Jefferson (Louisville), KY - Bullitt, KY"
21031,029,"Warren, KY - Logan, KY"
21033,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21035,115,"Calloway, KY - Henry, TN"
21037,002,"Kenton (Covington), KY - Campbell, KY"
21039,012,"McCracken, KY - Graves, KY"
21041,321,"Dearborn, IN - Jefferson (Madison), IN"
21043,046,"Cabell (Huntington), WV - Lawrence, OH"
21045,027,"Boyle, KY - Lincoln, KY"
21047,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21049,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21051,051,"Laurel, KY - Whitley, KY"
21053,104,"Clinton, KY - Cumberland, KY"
21055,012,"McCracken, KY - Graves, KY"
21057,104,"Clinton, KY - Cumberland, KY"
21059,316,"Daviess (Owensboro), KY - Ohio, KY"
21061,029,"Warren, KY - Logan, KY"
21063,067,"Rowan, KY - Morgan, KY"
21065,062,"Madison, KY - Rockcastle, KY"
21067,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21069,116,"Mason, KY - Fleming, KY"
21071,011,"Floyd, KY - Johnson, KY"
21073,114,"Franklin, KY - Anderson, KY"
21075,181,"Weakley, TN - Obion, TN"
21077,002,"Kenton (Covington), KY - Campbell, KY"
21079,027,"Boyle, KY - Lincoln, KY"
21081,002,"Kenton (Covington), KY - Campbell, KY"
21083,012,"McCracken, KY - Graves, KY"
21085,089,"Hardin, KY - Meade, KY"
21087,082,"Taylor, KY - Adair, KY"
21089,046,"Cabell (Huntington), WV - Lawrence, OH"
21091,316,"Daviess (Owensboro), KY - Ohio, KY"
21093,089,"Hardin, KY - Meade, KY"
21095,096,"Harlan, KY - Bell, KY"
21097,119,"Harrison, KY - Robertson, KY"
21099,053,"Barren, KY - Hart, KY"
21101,040,"Henderson (Henderson), KY - Union, KY"
21103,272,"Jefferson (Louisville), KY - Bullitt, KY"
21105,012,"McCracken, KY - Graves, KY"
21107,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21109,062,"Madison, KY - Rockcastle, KY"
21111,272,"Jefferson (Louisville), KY - Bullitt, KY"
21113,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21115,011,"Floyd, KY - Johnson, KY"
21117,002,"Kenton (Covington), KY - Campbell, KY"
21119,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21121,051,"Laurel, KY - Whitley, KY"
21123,089,"Hardin, KY - Meade, KY"
21125,051,"Laurel, KY - Whitley, KY"
21127,046,"Cabell (Huntington), WV - Lawrence, OH"
21129,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21131,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21133,123,"Letcher, KY"
21135,337,"Scioto, OH - Ross, OH"
21137,027,"Boyle, KY - Lincoln, KY"
21139,012,"McCracken, KY - Graves, KY"
21141,029,"Warren, KY - Logan, KY"
21143,012,"McCracken, KY - Graves, KY"
