fips,hsa,hsa_name
21145,012,"McCracken, KY - Graves, KY"
21147,037,"Pulaski, KY - Wayne, KY"
21149,316,"Daviess (Owensboro), KY - Ohio, KY"
21151,062,"Madison, KY - Rockcastle, KY"
21153,011,"Floyd, KY - Johnson, KY"
21155,272,"Jefferson (Louisville), KY - Bullitt, KY"
21157,012,"McCracken, KY - Graves, KY"
21159,046,"Cabell (Huntington), WV - Lawrence, OH"
21161,116,"Mason, KY - Fleming, KY"
21163,089,"Hardin, KY - Meade, KY"
21165,067,"Rowan, KY - Morgan, KY"
21167,027,"Boyle, KY - Lincoln, KY"
21169,053,"Barren, KY - Hart, KY"
21171,053,"Barren, KY - Hart, KY"
21173,131,"Montgomery, KY - Bath, KY"
21175,067,"Rowan, KY - Morgan, KY"
21177,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21179,272,"Jefferson (Louisville), KY - Bullitt, KY"
21181,102,"Bourbon (Paris), KY - Nicholas, KY"
21183,316,"Daviess (Owensboro), KY - Ohio, KY"
21185,272,"Jefferson (Louisville), KY - Bullitt, KY"
21187,114,"Franklin, KY - Anderson, KY"
21189,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21191,002,"Kenton (Covington), KY - Campbell, KY"
21193,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21195,013,"Pike, KY - Logan, WV"
21197,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21199,037,"Pulaski, KY - Wayne, KY"
21201,119,"Harrison, KY - Robertson, KY"
21203,062,"Madison, KY - Rockcastle, KY"
21205,067,"Rowan, KY - Morgan, KY"
21207,082,"Taylor, KY - Adair, KY"
21209,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21211,272,"Jefferson (Louisville), KY - Bullitt, KY"
21213,029,"Warren, KY - Logan, KY"
21215,272,"Jefferson (Louisville), KY - Bullitt, KY"
21217,082,"Taylor, KY - Adair, KY"
21219,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21221,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21223,321,"Dearborn, IN - Jefferson (Madison), IN"
21225,040,"Henderson (Henderson), KY - Union, KY"
21227,029,"Warren, KY - Logan, KY"
21229,272,"Jefferson (Louisville), KY - Bullitt, KY"
21231,037,"Pulaski, KY - Wayne, KY"
21233,045,"Christian (Hopkinsville), KY - Hopkins, KY"
21235,051,"Laurel, KY - Whitley, KY"
21237,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
21239,018,"Fayette (Lexington-Fayette), KY - Jessamine, KY"
22001,424,"Lafayette (Lafayette), LA - Iberia, LA"
22003,450,"Rapides (Alexandria), LA - Avoyelles, LA"
22005,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22007,467,"Terrebonne (Houma), LA - Lafourche, LA"
22009,450,"Rapides (Alexandria), LA - Avoyelles, LA"
22011,470,"Calcasieu (Lake Charles), LA - Vernon, LA"
22013,439,"Lincoln, LA - Union, LA"
22015,416,"Caddo (Shreveport), LA - Bossier, LA"
22017,416,"Caddo (Shreveport), LA - Bossier, LA"
22019,470,"Calcasieu (Lake Charles), LA - Vernon, LA"
22021,443,"Ouachita (Monroe), LA - Morehouse, LA"
22023,470,"Calcasieu (Lake Charles), LA - Vernon, LA"
22025,450,"Rapides (Alexandria), LA - Avoyelles, LA"
22027,523,"Claiborne, LA"
22029,435,"Adams, MS - Concordia, LA"
22031,416,"Caddo (Shreveport), LA - Bossier, LA"
22033,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22035,443,"Ouachita (Monroe), LA - Morehouse, LA"
22037,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22039,463,"St. Landry, LA - Evangeline, LA"
22041,443,"Ouachita (Monroe), LA - Morehouse, LA"
22043,450,"Rapides (Alexandria), LA - Avoyelles, LA"
22045,424,"Lafayette (Lafayette), LA - Iberia, LA"
22047,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22049,439,"Lincoln, LA - Union, LA"
22051,403,"Orleans (New Orleans), LA - Jefferson, LA"
22053,470,"Calcasieu (Lake Charles), LA - Vernon, LA"
22055,424,"Lafayette (Lafayette), LA - Iberia, LA"
22057,467,"Terrebonne (Houma), LA - Lafourche, LA"
22059,450,"Rapides (Alexandria), LA - Avoyelles, LA"
22061,439,"Lincoln, LA - Union, LA"
22063,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22065,431,"Warren, MS - Madison, LA"
22067,443,"Ouachita (Monroe), LA - Morehouse, LA"
22069,416,"Caddo (Shreveport), LA - Bossier, LA"
22071,403,"Orleans (New Orleans), LA - Jefferson, LA"
22073,443,"Ouachita (Monroe), LA - Morehouse, LA"
22075,403,"Orleans (New Orleans), LA - Jefferson, LA"
22077,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22079,450,"Rapides (Alexandria), LA - Avoyelles, LA"
22081,416,"Caddo (Shreveport), LA - Bossier, LA"
22083,443,"Ouachita (Monroe), LA - Morehouse, LA"
22085,416,"Caddo (Shreveport), LA - Bossier, LA"
22087,403,"Orleans (New Orleans), LA - Jefferson, LA"
22089,403,"Orleans (New Orleans), LA - Jefferson, LA"
22091,423,"Tangipahoa, LA - St. Helena, LA"
22093,403,"Orleans (New Orleans), LA - Jefferson, LA"
22095,403,"Orleans (New Orleans), LA - Jefferson, LA"
22097,463,"St. Landry, LA - Evangeline, LA"
22099,424,"Lafayette (Lafayette), LA - Iberia, LA"
22101,528,"St. Mary, LA"
22103,500,"St. Tammany (Slidell), LA - Pearl River, MS"
22105,423,"Tangipahoa, LA - St. Helena, LA"
22107,435,"Adams, MS - Concordia, LA"
22109,467,"Terrebonne (Houma), LA - Lafourche, LA"
22111,439,"Lincoln, LA - Union, LA"
22113,424,"Lafayette (Lafayette), LA - Iberia, LA"
22115,470,"Calcasieu (Lake Charles), LA - Vernon, LA"
22117,500,"St. Tammany (Slidell), LA - Pearl River, MS"
22119,416,"Caddo (Shreveport), LA - Bossier, LA"
22121,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22123,443,"Ouachita (Monroe), LA - Morehouse, LA"
22125,419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA"
22127,530,"Winn, LA"
23001,095,"Androscoggin (Lewiston), ME - Oxford, ME"
23003,136,"Aroostook, ME"
23005,009,"Cumberland (Portland), ME - Knox, ME"
23007,095,"Androscoggin (Lewiston), ME - Oxford, ME"
23009,017,"Penobscot (Bangor), ME - Hancock, ME"
23011,038,"Kennebec, ME - Somerset, ME"
23013,009,"Cumberland (Portland), ME - Knox, ME"
23015,009,"Cumberland (Portland), ME - Knox, ME"
23017,095,"Androscoggin (Lewiston), ME - Oxford, ME"
23019,017,"Penobscot (Bangor), ME - Hancock, ME"
23021,017,"Penobscot (Bangor), ME - Hancock, ME"
23023,009,"Cumberland (Portland), ME - Knox, ME"
23025,038,"Kennebec, ME - Somerset, ME"
23027,038,"Kennebec, ME - Somerset, ME"
23029,017,"Penobscot (Bangor), ME - Hancock, ME"
23031,098,"York, ME - Strafford (Rochester), NH"
24001,001,"Allegany (Cumberland), MD - Garrett, MD"
24003,016,"Baltimore, MD - Baltimore City, MD"
24005,016,"Baltimore, MD - Baltimore City, MD"
24009,016,"Baltimore, MD - Baltimore City, MD"
24011,107,"Queen Annes, MD - Talbot, MD"
24013,016,"Baltimore, MD - Baltimore City, MD"
24015,075,"New Castle (Wilmington), DE - Harford, MD"
24017,061,"Montgomery, MD - Prince Georges, MD"
24019,107,"Queen Annes, MD - Talbot, MD"
24021,048,"York (York), PA - Frederick, MD"
24023,001,"Allegany (Cumberland), MD - Garrett, MD"
24025,075,"New Castle (Wilmington), DE - Harford, MD"
24027,016,"Baltimore, MD - Baltimore City, MD"
24029,124,"Kent, MD"
24031,061,"Montgomery, MD - Prince Georges, MD"
24033,061,"Montgomery, MD - Prince Georges, MD"
24035,107,"Queen Annes, MD - Talbot, MD"
24037,061,"Montgomery, MD - Prince Georges, MD"
24039,003,"Sussex, DE - Kent, DE"
24041,107,"Queen Annes, MD - Talbot, MD"
24043,072,"Washington (Hagerstown), MD - Franklin, PA"
24045,003,"Sussex, DE - Kent, DE"
24047,003,"Sussex, DE - Kent, DE"
24510,016,"Baltimore, MD - Baltimore City, MD"
25001,022,"Middlesex, MA - Suffolk (Boston), MA"
25003,112,"Berkshire (Pittsfield), MA - Columbia, NY"
25005,068,"Bristol (New Bedford), MA - Newport, RI"
25007,022,"Middlesex, MA - Suffolk (Boston), MA"
25009,074,"Essex (Lynn), MA - Rockingham, NH"
25011,101,"Worcester (Worcester), MA - Franklin, MA"
25013,032,"Hampden (Springfield), MA - Hampshire, MA"
25015,032,"Hampden (Springfield), MA - Hampshire, MA"
25017,022,"Middlesex, MA - Suffolk (Boston), MA"
25019,022,"Middlesex, MA - Suffolk (Boston), MA"
25021,022,"Middlesex, MA - Suffolk (Boston), MA"
25023,022,"Middlesex, MA - Suffolk (Boston), MA"
25025,022,"Middlesex, MA - Suffolk (Boston), MA"
25027,101,"Worcester (Worcester), MA - Franklin, MA"
26001,371,"Alpena, MI - Presque Isle, MI"
26003,293,"Marquette, MI - Delta, MI"
26005,320,"Ottawa (Holland), MI - Allegan, MI"
26007,371,"Alpena, MI - Presque Isle, MI"
26009,271,"Grand Traverse, MI - Manistee, MI"
26011,342,"Bay (Bay City), MI - Iosco, MI"
26013,359,"Houghton, MI - Baraga, MI"
26015,381,"Calhoun (Battle Creek), MI - Barry, MI"
26017,342,"Bay (Bay City), MI - Iosco, MI"
26019,271,"Grand Traverse, MI - Manistee, MI"
26021,327,"Berrien (Benton Harbor), MI - Van Buren, MI"
26023,375,"Jackson (Jackson), MI - Lenawee, MI"
26025,381,"Calhoun (Battle Creek), MI - Barry, MI"
26027,327,"Berrien (Benton Harbor), MI - Van Buren, MI"
26029,294,"Chippewa, MI - Emmet, MI"
26031,294,"Chippewa, MI - Emmet, MI"
26033,294,"Chippewa, MI - Emmet, MI"
26035,330,"Midland (Midland), MI - Isabella, MI"
26037,285,"Ingham (Lansing), MI - Eaton, MI"
26039,392,"Roscommon, MI - Otsego, MI"
26041,293,"Marquette, MI - Delta, MI"
26043,315,"Marinette, WI - Dickinson, MI"
26045,285,"Ingham (Lansing), MI - Eaton, MI"
26047,294,"Chippewa, MI - Emmet, MI"
26049,328,"Genesee (Flint), MI - Lapeer, MI"
26051,330,"Midland (Midland), MI - Isabella, MI"
26053,284,"Oneida, WI - Vilas, WI"
26055,271,"Grand Traverse, MI - Manistee, MI"
26057,309,"Kent (Grand Rapids), MI - Ionia, MI"
26059,375,"Jackson (Jackson), MI - Lenawee, MI"
26061,359,"Houghton, MI - Baraga, MI"
26063,322,"Saginaw (Saginaw), MI - Tuscola, MI"
26065,285,"Ingham (Lansing), MI - Eaton, MI"
26067,309,"Kent (Grand Rapids), MI - Ionia, MI"
26069,342,"Bay (Bay City), MI - Iosco, MI"
26071,315,"Marinette, WI - Dickinson, MI"
26073,330,"Midland (Midland), MI - Isabella, MI"
26075,375,"Jackson (Jackson), MI - Lenawee, MI"
26077,348,"Kalamazoo (Kalamazoo), MI - St. Joseph, MI"
26079,271,"Grand Traverse, MI - Manistee, MI"
26081,309,"Kent (Grand Rapids), MI - Ionia, MI"
26083,359,"Houghton, MI - Baraga, MI"
26085,317,"Wexford, MI - Osceola, MI"
26087,328,"Genesee (Flint), MI - Lapeer, MI"
26089,271,"Grand Traverse, MI - Manistee, MI"
26091,375,"Jackson (Jackson), MI - Lenawee, MI"
26093,274,"Wayne (Detroit), MI - Oakland, MI"
26095,293,"Marquette, MI - Delta, MI"
26097,294,"Chippewa, MI - Emmet, MI"
26099,274,"Wayne (Detroit), MI - Oakland, MI"
26101,271,"Grand Traverse, MI - Manistee, MI"
26103,293,"Marquette, MI - Delta, MI"
26105,296,"Muskegon (Muskegon), MI - Newaygo, MI"
26107,309,"Kent (Grand Rapids), MI - Ionia, MI"
26109,315,"Marinette, WI - Dickinson, MI"
26111,330,"Midland (Midland), MI - Isabella, MI"
26113,317,"Wexford, MI - Osceola, MI"
26115,276,"Lucas (Toledo), OH - Monroe, MI"
26117,309,"Kent (Grand Rapids), MI - Ionia, MI"
26119,371,"Alpena, MI - Presque Isle, MI"
26121,296,"Muskegon (Muskegon), MI - Newaygo, MI"
26123,296,"Muskegon (Muskegon), MI - Newaygo, MI"
26125,274,"Wayne (Detroit), MI - Oakland, MI"
26127,296,"Muskegon (Muskegon), MI - Newaygo, MI"
26129,342,"Bay (Bay City), MI - Iosco, MI"
26131,284,"Oneida, WI - Vilas, WI"
26133,317,"Wexford, MI - Osceola, MI"
26135,342,"Bay (Bay City), MI - Iosco, MI"
26137,392,"Roscommon, MI - Otsego, MI"
26139,320,"Ottawa (Holland), MI - Allegan, MI"
26141,371,"Alpena, MI - Presque Isle, MI"
26143,392,"Roscommon, MI - Otsego, MI"
26145,322,"Saginaw (Saginaw), MI - Tuscola, MI"
26147,297,"St. Clair (Port Huron), MI - Sanilac, MI"
26149,348,"Kalamazoo (Kalamazoo), MI - St. Joseph, MI"
26151,297,"St. Clair (Port Huron), MI - Sanilac, MI"
26153,293,"Marquette, MI - Delta, MI"
26155,285,"Ingham (Lansing), MI - Eaton, MI"
26157,322,"Saginaw (Saginaw), MI - Tuscola, MI"
26159,327,"Berrien (Benton Harbor), MI - Van Buren, MI"
26161,274,"Wayne (Detroit), MI - Oakland, MI"
26163,274,"Wayne (Detroit), MI - Oakland, MI"
26165,317,"Wexford, MI - Osceola, MI"
27001,612,"Crow Wing, MN - Cass, MN"
27003,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27005,547,"Cass (Fargo), ND - Clay, MN"
27007,597,"Beltrami, MN - Clearwater, MN"
27009,588,"Stearns (St. Cloud), MN - Benton, MN"
27011,590,"Roberts, SD - Big Stone, MN"
27013,573,"Blue Earth, MN - Nicollet, MN"
27015,602,"Brown, MN - Renville, MN"
27017,289,"St. Louis (Duluth), MN - Itasca, MN"
27019,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27021,612,"Crow Wing, MN - Cass, MN"
27023,592,"Kandiyohi, MN - Chippewa, MN"
27025,286,"Ramsey (St. Paul), MN - Dakota, MN"
27027,547,"Cass (Fargo), ND - Clay, MN"
27029,597,"Beltrami, MN - Clearwater, MN"
27031,289,"St. Louis (Duluth), MN - Itasca, MN"
27033,619,"Nobles, MN - Cottonwood, MN"
27035,612,"Crow Wing, MN - Cass, MN"
27037,286,"Ramsey (St. Paul), MN - Dakota, MN"
27039,552,"Olmsted (Rochester), MN - Winona, MN"
27041,608,"Douglas, MN - Pope, MN"
27043,646,"Freeborn, MN - Faribault, MN"
27045,552,"Olmsted (Rochester), MN - Winona, MN"
27047,646,"Freeborn, MN - Faribault, MN"
27049,370,"St. Croix, WI - Goodhue, MN"
27051,582,"Otter Tail, MN - Grant, MN"
27053,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27055,290,"La Crosse (La Crosse), WI - Monroe, WI"
27057,612,"Crow Wing, MN - Cass, MN"
27059,603,"Isanti (Cambridge), MN - Mille Lacs, MN"
27061,289,"St. Louis (Duluth), MN - Itasca, MN"
27063,619,"Nobles, MN - Cottonwood, MN"
27065,603,"Isanti (Cambridge), MN - Mille Lacs, MN"
27067,592,"Kandiyohi, MN - Chippewa, MN"
27069,604,"Pennington, MN - Marshall, MN"
27071,289,"St. Louis (Duluth), MN - Itasca, MN"
27073,592,"Kandiyohi, MN - Chippewa, MN"
27075,289,"St. Louis (Duluth), MN - Itasca, MN"
27077,631,"Roseau, MN - Lake of the Woods, MN"
27079,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27081,609,"Lyon, MN - Lincoln, MN"
27083,609,"Lyon, MN - Lincoln, MN"
27085,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27087,547,"Cass (Fargo), ND - Clay, MN"
27089,604,"Pennington, MN - Marshall, MN"
27091,626,"Martin, MN - Emmet, IA"
27093,588,"Stearns (St. Cloud), MN - Benton, MN"
27095,603,"Isanti (Cambridge), MN - Mille Lacs, MN"
27097,588,"Stearns (St. Cloud), MN - Benton, MN"
27099,552,"Olmsted (Rochester), MN - Winona, MN"
27101,619,"Nobles, MN - Cottonwood, MN"
27103,573,"Blue Earth, MN - Nicollet, MN"
27105,619,"Nobles, MN - Cottonwood, MN"
27107,547,"Cass (Fargo), ND - Clay, MN"
27109,552,"Olmsted (Rochester), MN - Winona, MN"
27111,582,"Otter Tail, MN - Grant, MN"
27113,604,"Pennington, MN - Marshall, MN"
27115,289,"St. Louis (Duluth), MN - Itasca, MN"
27117,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD"
27119,584,"Grand Forks (Grand Forks), ND - Polk, MN"
27121,608,"Douglas, MN - Pope, MN"
27123,286,"Ramsey (St. Paul), MN - Dakota, MN"
27125,604,"Pennington, MN - Marshall, MN"
27127,602,"Brown, MN - Renville, MN"
27129,602,"Brown, MN - Renville, MN"
27131,396,"Rice, MN"
27133,544,"Minnehaha (Sioux Falls), SD - Lincoln, SD"
27135,631,"Roseau, MN - Lake of the Woods, MN"
27137,289,"St. Louis (Duluth), MN - Itasca, MN"
27139,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27141,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27143,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27145,588,"Stearns (St. Cloud), MN - Benton, MN"
27147,552,"Olmsted (Rochester), MN - Winona, MN"
27149,608,"Douglas, MN - Pope, MN"
27151,592,"Kandiyohi, MN - Chippewa, MN"
27153,588,"Stearns (St. Cloud), MN - Benton, MN"
27155,590,"Roberts, SD - Big Stone, MN"
27157,552,"Olmsted (Rochester), MN - Winona, MN"
27159,612,"Crow Wing, MN - Cass, MN"
27161,573,"Blue Earth, MN - Nicollet, MN"
27163,286,"Ramsey (St. Paul), MN - Dakota, MN"
27165,573,"Blue Earth, MN - Nicollet, MN"
27167,547,"Cass (Fargo), ND - Clay, MN"
27169,552,"Olmsted (Rochester), MN - Winona, MN"
27171,540,"Hennepin (Minneapolis), MN - Anoka, MN"
27173,592,"Kandiyohi, MN - Chippewa, MN"
28001,435,"Adams, MS - Concordia, LA"
28003,498,"Alcorn, MS - Tishomingo, MS"
28005,477,"Pike, MS - Marion, MS"
28007,411,"Hinds (Jackson), MS - Rankin, MS"
28009,146,"Shelby (Memphis), TN - DeSoto, MS"
28011,487,"Bolivar, MS - Leflore, MS"
28013,459,"Lafayette, MS - Calhoun, MS"
28015,502,"Grenada, MS - Montgomery, MS"
28017,418,"Lee, MS - Monroe, MS"
28019,484,"Oktibbeha, MS - Winston, MS"
28021,431,"Warren, MS - Madison, LA"
28023,412,"Lauderdale, MS - Neshoba, MS"
28025,461,"Lowndes, MS - Clay, MS"
28027,422,"Coahoma, MS - Tallahatchie, MS"
28029,511,"Lincoln, MS - Copiah, MS"
28031,409,"Forrest, MS - Lamar, MS"
28033,146,"Shelby (Memphis), TN - DeSoto, MS"
28035,409,"Forrest, MS - Lamar, MS"
28037,435,"Adams, MS - Concordia, LA"
28039,471,"Jackson (Pascagoula), MS - George, MS"
28041,409,"Forrest, MS - Lamar, MS"
28043,502,"Grenada, MS - Montgomery, MS"
28045,456,"Harrison (Biloxi), MS - Hancock, MS"
28047,456,"Harrison (Biloxi), MS - Hancock, MS"
28049,411,"Hinds (Jackson), MS - Rankin, MS"
28051,411,"Hinds (Jackson), MS - Rankin, MS"
28053,487,"Bolivar, MS - Leflore, MS"
28055,488,"Washington, MS - Sharkey, MS"
28057,418,"Lee, MS - Monroe, MS"
28059,471,"Jackson (Pascagoula), MS - George, MS"
28061,455,"Jones, MS - Wayne, MS"
28063,435,"Adams, MS - Concordia, LA"
28065,504,"Jefferson Davis, MS - Lawrence, MS"
28067,455,"Jones, MS - Wayne, MS"
28069,412,"Lauderdale, MS - Neshoba, MS"
28071,459,"Lafayette, MS - Calhoun, MS"
28073,409,"Forrest, MS - Lamar, MS"
28075,412,"Lauderdale, MS - Neshoba, MS"
28077,504,"Jefferson Davis, MS - Lawrence, MS"
28079,411,"Hinds (Jackson), MS - Rankin, MS"
28081,418,"Lee, MS - Monroe, MS"
28083,487,"Bolivar, MS - Leflore, MS"
28085,511,"Lincoln, MS - Copiah, MS"
28087,461,"Lowndes, MS - Clay, MS"
28089,411,"Hinds (Jackson), MS - Rankin, MS"
28091,477,"Pike, MS - Marion, MS"
28093,146,"Shelby (Memphis), TN - DeSoto, MS"
28095,418,"Lee, MS - Monroe, MS"
28097,502,"Grenada, MS - Montgomery, MS"
28099,412,"Lauderdale, MS - Neshoba, MS"
28101,412,"Lauderdale, MS - Neshoba, MS"
28103,461,"Lowndes, MS - Clay, MS"
28105,484,"Oktibbeha, MS - Winston, MS"
28107,146,"Shelby (Memphis), TN - DeSoto, MS"
28109,500,"St. Tammany (Slidell), LA - Pearl River, MS"
28111,409,"Forrest, MS - Lamar, MS"
28113,477,"Pike, MS - Marion, MS"
28115,482,"Pontotoc, MS - Union, MS"
28117,418,"Lee, MS - Monroe, MS"
28119,422,"Coahoma, MS - Tallahatchie, MS"
28121,411,"Hinds (Jackson), MS - Rankin, MS"
28123,411,"Hinds (Jackson), MS - Rankin, MS"
28125,488,"Washington, MS - Sharkey, MS"
28127,411,"Hinds (Jackson), MS - Rankin, MS"
28129,455,"Jones, MS - Wayne, MS"
28131,456,"Harrison (Biloxi), MS - Hancock, MS"
28133,487,"Bolivar, MS - Leflore, MS"
28135,422,"Coahoma, MS - Tallahatchie, MS"
28137,146,"Shelby (Memphis), TN - DeSoto, MS"
28139,482,"Pontotoc, MS - Union, MS"
28141,498,"Alcorn, MS - Tishomingo, MS"
28143,146,"Shelby (Memphis), TN - DeSoto, MS"
28145,482,"Pontotoc, MS - Union, MS"
28147,477,"Pike, MS - Marion, MS"
28149,431,"Warren, MS - Madison, LA"
28151,488,"Washington, MS - Sharkey, MS"
28153,455,"Jones, MS - Wayne, MS"
28155,484,"Oktibbeha, MS - Winston, MS"
28157,525,"Wilkinson, MS"
28159,484,"Oktibbeha, MS - Winston, MS"
28161,459,"Lafayette, MS - Calhoun, MS"
28163,533,"Yazoo, MS"
29001,566,"Adair, MO - Sullivan, MO"
29003,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
29005,678,"Atchison, MO - Holt, MO"
29007,666,"Audrain, MO - Montgomery, MO"
29009,549,"Greene (Springfield), MO - Christian, MO"
29011,539,"Jasper (Joplin), MO - Newton, MO"
29013,607,"Henry, MO - Bates, MO"
29015,656,"Pettis, MO - Saline, MO"
29017,563,"Cape Girardeau, MO - Butler, MO"
29019,553,"Boone (Columbia), MO - Randolph, MO"
29021,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
29023,563,"Cape Girardeau, MO - Butler, MO"
29025,548,"Jackson (Kansas City), MO - Clay, MO"
29027,581,"Cole, MO - Callaway, MO"
29029,685,"Camden, MO"
29031,563,"Cape Girardeau, MO - Butler, MO"
29033,657,"Livingston, MO - Carroll, MO"
29035,563,"Cape Girardeau, MO - Butler, MO"
29037,548,"Jackson (Kansas City), MO - Clay, MO"
29039,639,"Vernon, MO - Cedar, MO"
29041,553,"Boone (Columbia), MO - Randolph, MO"
29043,549,"Greene (Springfield), MO - Christian, MO"
29045,367,"Lee, IA - Hancock, IL"
29047,548,"Jackson (Kansas City), MO - Clay, MO"
29049,548,"Jackson (Kansas City), MO - Clay, MO"
29051,581,"Cole, MO - Callaway, MO"
29053,553,"Boone (Columbia), MO - Randolph, MO"
29055,581,"Cole, MO - Callaway, MO"
29057,549,"Greene (Springfield), MO - Christian, MO"
29059,549,"Greene (Springfield), MO - Christian, MO"
29061,548,"Jackson (Kansas City), MO - Clay, MO"
29063,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
29065,627,"Pulaski, MO - Phelps, MO"
29067,549,"Greene (Springfield), MO - Christian, MO"
29069,571,"Craighead, AR - Greene, AR"
29071,541,"St. Louis, MO - St. Louis City, MO"
29073,581,"Cole, MO - Callaway, MO"
29075,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
29077,549,"Greene (Springfield), MO - Christian, MO"
29079,683,"Grundy, MO - Mercer, MO"
29081,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
29083,607,"Henry, MO - Bates, MO"
29085,549,"Greene (Springfield), MO - Christian, MO"
29087,678,"Atchison, MO - Holt, MO"
29089,553,"Boone (Columbia), MO - Randolph, MO"
29091,574,"Howell, MO - Independence, AR"
29093,541,"St. Louis, MO - St. Louis City, MO"
29095,548,"Jackson (Kansas City), MO - Clay, MO"
29097,539,"Jasper (Joplin), MO - Newton, MO"
29099,541,"St. Louis, MO - St. Louis City, MO"
29101,548,"Jackson (Kansas City), MO - Clay, MO"
29103,566,"Adair, MO - Sullivan, MO"
29105,549,"Greene (Springfield), MO - Christian, MO"
29107,548,"Jackson (Kansas City), MO - Clay, MO"
29109,549,"Greene (Springfield), MO - Christian, MO"
29111,353,"Adams, IL - Marion, MO"
29113,599,"St. Charles (St. Charles), MO - Lincoln, MO"
29115,673,"Linn, MO"
29117,657,"Livingston, MO - Carroll, MO"
29119,539,"Jasper (Joplin), MO - Newton, MO"
29121,553,"Boone (Columbia), MO - Randolph, MO"
29123,663,"Madison, MO"
29125,581,"Cole, MO - Callaway, MO"
29127,353,"Adams, IL - Marion, MO"
29129,683,"Grundy, MO - Mercer, MO"
29131,581,"Cole, MO - Callaway, MO"
29133,563,"Cape Girardeau, MO - Butler, MO"
29135,581,"Cole, MO - Callaway, MO"
29137,666,"Audrain, MO - Montgomery, MO"
29139,666,"Audrain, MO - Montgomery, MO"
29141,656,"Pettis, MO - Saline, MO"
29143,563,"Cape Girardeau, MO - Butler, MO"
29145,539,"Jasper (Joplin), MO - Newton, MO"
29147,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
29149,574,"Howell, MO - Independence, AR"
29151,581,"Cole, MO - Callaway, MO"
29153,549,"Greene (Springfield), MO - Christian, MO"
29155,614,"Mississippi, AR - Pemiscot, MO"
29157,563,"Cape Girardeau, MO - Butler, MO"
29159,656,"Pettis, MO - Saline, MO"
29161,627,"Pulaski, MO - Phelps, MO"
29163,353,"Adams, IL - Marion, MO"
29165,548,"Jackson (Kansas City), MO - Clay, MO"
29167,549,"Greene (Springfield), MO - Christian, MO"
29169,627,"Pulaski, MO - Phelps, MO"
29171,566,"Adair, MO - Sullivan, MO"
29173,353,"Adams, IL - Marion, MO"
29175,553,"Boone (Columbia), MO - Randolph, MO"
29177,548,"Jackson (Kansas City), MO - Clay, MO"
29179,627,"Pulaski, MO - Phelps, MO"
29181,563,"Cape Girardeau, MO - Butler, MO"
29183,599,"St. Charles (St. Charles), MO - Lincoln, MO"
29185,607,"Henry, MO - Bates, MO"
29186,541,"St. Louis, MO - St. Louis City, MO"
29187,541,"St. Louis, MO - St. Louis City, MO"
29189,541,"St. Louis, MO - St. Louis City, MO"
29195,656,"Pettis, MO - Saline, MO"
29197,566,"Adair, MO - Sullivan, MO"
29199,566,"Adair, MO - Sullivan, MO"
29201,563,"Cape Girardeau, MO - Butler, MO"
29203,574,"Howell, MO - Independence, AR"
29205,553,"Boone (Columbia), MO - Randolph, MO"
29207,563,"Cape Girardeau, MO - Butler, MO"
29209,549,"Greene (Springfield), MO - Christian, MO"
29211,566,"Adair, MO - Sullivan, MO"
29213,676,"Taney, MO"
29215,549,"Greene (Springfield), MO - Christian, MO"
29217,639,"Vernon, MO - Cedar, MO"
29219,599,"St. Charles (St. Charles), MO - Lincoln, MO"
29221,541,"St. Louis, MO - St. Louis City, MO"
29223,563,"Cape Girardeau, MO - Butler, MO"
29225,549,"Greene (Springfield), MO - Christian, MO"
29227,591,"Buchanan (St. Joseph), MO - Nodaway, MO"
